Entity,Code,Year,"Males (deaths per 100,000)"
"UK, Northern Ireland",,1985,75.6
"UK, Northern Ireland",,1986,68.6
"UK, Northern Ireland",,1987,71
"UK, Northern Ireland",,1988,67.8
"UK, Northern Ireland",,1989,78.6
"UK, Northern Ireland",,1990,67.7
"UK, Northern Ireland",,1991,72.3
"UK, Northern Ireland",,1992,64.6
"UK, Northern Ireland",,1993,67.8
"UK, Northern Ireland",,1994,63.5
"UK, Northern Ireland",,1995,59.7
"UK, Northern Ireland",,1996,65
"UK, Northern Ireland",,1997,60.7
"UK, Northern Ireland",,1998,57.8
"UK, Northern Ireland",,1999,57.7
"UK, Northern Ireland",,2000,56
"UK, Northern Ireland",,2001,61.5
"UK, Northern Ireland",,2002,58.8
"UK, Northern Ireland",,2003,57.9
"UK, Northern Ireland",,2004,60.6
"UK, Northern Ireland",,2005,59.8
"UK, Northern Ireland",,2006,61
"UK, Northern Ireland",,2007,59.9
"UK, Northern Ireland",,2008,64.9
"UK, Northern Ireland",,2009,59.2
"UK, Northern Ireland",,2010,60.9
"UK, Northern Ireland",,2011,62.6
"UK, Northern Ireland",,2012,60.5
"UK, Northern Ireland",,2013,63.4
"UK, Scotland",,1950,45.1
"UK, Scotland",,1951,47.1
"UK, Scotland",,1952,52.3
"UK, Scotland",,1953,60.4
"UK, Scotland",,1954,62.3
"UK, Scotland",,1955,62.1
"UK, Scotland",,1956,68.6
"UK, Scotland",,1957,72.6
"UK, Scotland",,1958,76.7
"UK, Scotland",,1959,79.2
"UK, Scotland",,1960,83.7
"UK, Scotland",,1961,85.1
"UK, Scotland",,1962,89.1
"UK, Scotland",,1963,95
"UK, Scotland",,1964,97.2
"UK, Scotland",,1965,99.5
"UK, Scotland",,1966,101.2
"UK, Scotland",,1967,105.5
"UK, Scotland",,1968,105.6
"UK, Scotland",,1969,108.8
"UK, Scotland",,1970,112.3
"UK, Scotland",,1971,110.6
"UK, Scotland",,1972,114.3
"UK, Scotland",,1973,117.1
"UK, Scotland",,1974,116.7
"UK, Scotland",,1975,116.4
"UK, Scotland",,1976,120.3
"UK, Scotland",,1977,112.2
"UK, Scotland",,1978,120.2
"UK, Scotland",,1979,124.7
"UK, Scotland",,1980,119.4
"UK, Scotland",,1981,120.1
"UK, Scotland",,1982,117.3
"UK, Scotland",,1983,120.6
"UK, Scotland",,1984,119.3
"UK, Scotland",,1985,120.3
"UK, Scotland",,1986,116.4
"UK, Scotland",,1987,118.6
"UK, Scotland",,1988,113.4
"UK, Scotland",,1989,114.9
"UK, Scotland",,1990,109.3
"UK, Scotland",,1991,110.7
"UK, Scotland",,1992,112.9
"UK, Scotland",,1993,112.5
"UK, Scotland",,1994,107.8
"UK, Scotland",,1995,105.2
"UK, Scotland",,1996,100
"UK, Scotland",,1997,100.2
"UK, Scotland",,1998,95.6
"UK, Scotland",,1999,94.6
"UK, Scotland",,2000,91.5
"UK, Scotland",,2001,93.6
"UK, Scotland",,2002,95.1
"UK, Scotland",,2003,89.7
"UK, Scotland",,2004,87.9
"UK, Scotland",,2005,89.2
"UK, Scotland",,2006,87.3
"UK, Scotland",,2007,89.7
"UK, Scotland",,2008,84
"UK, Scotland",,2009,86.7
"UK, Scotland",,2010,82.7
"UK, Scotland",,2011,85.6
"UK, Scotland",,2012,81.3
"UK, Scotland",,2013,82.2
Ukraine,UKR,1981,53.4
Ukraine,UKR,1982,55.4
Ukraine,UKR,1985,62.4
Ukraine,UKR,1986,65.7
Ukraine,UKR,1987,69.9
Ukraine,UKR,1988,74
Ukraine,UKR,1989,76.5
Ukraine,UKR,1990,78.2
Ukraine,UKR,1991,79.1
Ukraine,UKR,1992,79.7
Ukraine,UKR,1993,78.5
Ukraine,UKR,1994,77.3
Ukraine,UKR,1995,75.2
Ukraine,UKR,1996,71.1
Ukraine,UKR,1997,70.1
Ukraine,UKR,1998,70.5
Ukraine,UKR,1999,69.2
Ukraine,UKR,2000,70
Ukraine,UKR,2001,67.3
Ukraine,UKR,2002,66.6
Ukraine,UKR,2003,64.2
Ukraine,UKR,2004,63
Ukraine,UKR,2005,61.7
Ukraine,UKR,2006,61.1
Ukraine,UKR,2007,59.5
Ukraine,UKR,2008,57.4
Ukraine,UKR,2009,56.7
Ukraine,UKR,2010,56.2
Ukraine,UKR,2011,57.2
Ukraine,UKR,2012,59.7
United Kingdom,GBR,1950,47.3
United Kingdom,GBR,1951,51.2
United Kingdom,GBR,1952,55.1
United Kingdom,GBR,1953,59.5
United Kingdom,GBR,1954,64.2
United Kingdom,GBR,1955,67.4
United Kingdom,GBR,1956,71
United Kingdom,GBR,1957,74.4
United Kingdom,GBR,1958,76.8
United Kingdom,GBR,1959,81.2
United Kingdom,GBR,1960,83.9
United Kingdom,GBR,1961,85.8
United Kingdom,GBR,1962,88.6
United Kingdom,GBR,1963,90.6
United Kingdom,GBR,1964,92.7
United Kingdom,GBR,1965,95.2
United Kingdom,GBR,1966,96.3
United Kingdom,GBR,1967,99.8
United Kingdom,GBR,1968,100.8
United Kingdom,GBR,1969,103.6
United Kingdom,GBR,1970,104.4
United Kingdom,GBR,1971,104.8
United Kingdom,GBR,1972,107
United Kingdom,GBR,1973,108.2
United Kingdom,GBR,1974,109.4
United Kingdom,GBR,1975,108
United Kingdom,GBR,1976,110.1
United Kingdom,GBR,1977,109.7
United Kingdom,GBR,1978,110.7
United Kingdom,GBR,1979,111.3
United Kingdom,GBR,1980,110.7
United Kingdom,GBR,1981,109
United Kingdom,GBR,1982,107.4
United Kingdom,GBR,1983,109.7
United Kingdom,GBR,1984,108
United Kingdom,GBR,1985,107.8
United Kingdom,GBR,1986,104.2
United Kingdom,GBR,1987,102.8
United Kingdom,GBR,1988,101.3
United Kingdom,GBR,1989,98.4
United Kingdom,GBR,1990,97
United Kingdom,GBR,1991,95.5
United Kingdom,GBR,1992,93
United Kingdom,GBR,1993,89.2
United Kingdom,GBR,1994,86.6
United Kingdom,GBR,1995,83.7
United Kingdom,GBR,1996,80.6
United Kingdom,GBR,1997,77.8
United Kingdom,GBR,1998,76.8
United Kingdom,GBR,1999,74
United Kingdom,GBR,2000,72.1
United Kingdom,GBR,2001,71
United Kingdom,GBR,2002,70.1
United Kingdom,GBR,2003,68
United Kingdom,GBR,2004,66.7
United Kingdom,GBR,2005,66.1
United Kingdom,GBR,2006,66.1
United Kingdom,GBR,2007,65.7
United Kingdom,GBR,2008,65.7
United Kingdom,GBR,2009,64.7
United Kingdom,GBR,2010,63.1
United Kingdom,GBR,2011,63.2
United Kingdom,GBR,2012,61.8
United Kingdom,GBR,2013,62
United States,USA,1950,18.9
United States,USA,1951,20.3
United States,USA,1952,22
United States,USA,1953,24
United States,USA,1954,25
United States,USA,1955,26.7
United States,USA,1956,28.7
United States,USA,1957,29.9
United States,USA,1958,30.8
United States,USA,1959,32.3
United States,USA,1960,33.8
United States,USA,1961,35.4
United States,USA,1962,37.1
United States,USA,1963,38.4
United States,USA,1964,39.9
United States,USA,1965,41.5
United States,USA,1966,43.3
United States,USA,1967,45.1
United States,USA,1968,48.1
United States,USA,1969,49.4
United States,USA,1970,51.2
United States,USA,1971,52.8
United States,USA,1972,55
United States,USA,1973,55.9
United States,USA,1974,57.7
United States,USA,1975,58.9
United States,USA,1976,60.7
United States,USA,1977,62.5
United States,USA,1978,64.3
United States,USA,1979,65.3
United States,USA,1980,67.1
United States,USA,1981,67.6
United States,USA,1982,69.1
United States,USA,1983,69.4
United States,USA,1984,70.6
United States,USA,1985,71.1
United States,USA,1986,71.4
United States,USA,1987,72.5
United States,USA,1988,72.5
United States,USA,1989,72.6
United States,USA,1990,73.5
United States,USA,1991,73.2
United States,USA,1992,72.2
United States,USA,1993,72.3
United States,USA,1994,71
United States,USA,1995,70.1
United States,USA,1996,69.1
United States,USA,1997,68
United States,USA,1998,67.1
United States,USA,1999,64.9
United States,USA,2000,64.8
United States,USA,2001,64.1
United States,USA,2002,63.3
United States,USA,2003,62.6
United States,USA,2004,61.8
United States,USA,2005,61.6
United States,USA,2006,60.4
United States,USA,2007,59.2
United States,USA,2008,58.8
United States,USA,2009,57.7
United States,USA,2010,57.2
United States,USA,2011,56.1
United States,USA,2012,55.7
United States,USA,2013,54.6
Uruguay,URY,1955,28.7
Uruguay,URY,1956,36.7
Uruguay,URY,1957,35.5
Uruguay,URY,1958,32.9
Uruguay,URY,1959,38
Uruguay,URY,1960,39.4
Uruguay,URY,1963,39.5
Uruguay,URY,1964,43.8
Uruguay,URY,1965,44.1
Uruguay,URY,1966,45.7
Uruguay,URY,1967,47.9
Uruguay,URY,1968,45.6
Uruguay,URY,1969,46.6
Uruguay,URY,1970,48
Uruguay,URY,1971,50.1
Uruguay,URY,1972,48.2
Uruguay,URY,1973,50.3
Uruguay,URY,1974,48.8
Uruguay,URY,1975,56.4
Uruguay,URY,1976,55.4
Uruguay,URY,1977,56.5
Uruguay,URY,1978,59.8
Uruguay,URY,1980,59.3
Uruguay,URY,1981,62.6
Uruguay,URY,1982,65.6
Uruguay,URY,1983,66.5
Uruguay,URY,1984,67.1
Uruguay,URY,1985,66.7
Uruguay,URY,1986,69.8
Uruguay,URY,1987,71.2
Uruguay,URY,1988,72
Uruguay,URY,1989,67
Uruguay,URY,1990,72.1
Uruguay,URY,1993,66.4
Uruguay,URY,1994,63.6
Uruguay,URY,1995,73.1
Uruguay,URY,1996,64.5
Uruguay,URY,1997,65.1
Uruguay,URY,1998,64.6
Uruguay,URY,1999,61
Uruguay,URY,2000,62.5
Uruguay,URY,2001,63.8
Uruguay,URY,2002,63.5
Uruguay,URY,2003,63.4
Uruguay,URY,2004,57.6
Uruguay,URY,2005,60.9
Uruguay,URY,2006,60.7
Uruguay,URY,2007,59.6
Uruguay,URY,2008,60.1
Uruguay,URY,2009,61.7
Uruguay,URY,2010,60.7
Uruguay,URY,2012,56.2
Uruguay,URY,2013,57.8
Uzbekistan,UZB,1981,9.7
Uzbekistan,UZB,1982,10.4
Uzbekistan,UZB,1985,10.4
Uzbekistan,UZB,1986,11.8
Uzbekistan,UZB,1987,12.6
Uzbekistan,UZB,1988,10.9
Uzbekistan,UZB,1989,11.5
Uzbekistan,UZB,1990,10.6
Uzbekistan,UZB,1991,10.4
Uzbekistan,UZB,1992,9.8
Uzbekistan,UZB,1993,9.1
Uzbekistan,UZB,1994,7.8
Uzbekistan,UZB,1995,8.3
Uzbekistan,UZB,1996,7.4
Uzbekistan,UZB,1997,7.5
Uzbekistan,UZB,1998,6.9
Uzbekistan,UZB,1999,6.2
Uzbekistan,UZB,2000,6.1
Uzbekistan,UZB,2001,5.9
Uzbekistan,UZB,2002,6.2
Uzbekistan,UZB,2003,5.9
Uzbekistan,UZB,2004,5.5
Uzbekistan,UZB,2005,5.9
Venezuela,VEN,1955,3.7
Venezuela,VEN,1956,4
Venezuela,VEN,1957,3.4
Venezuela,VEN,1958,4
Venezuela,VEN,1959,4
Venezuela,VEN,1960,3.5
Venezuela,VEN,1961,4.1
Venezuela,VEN,1962,4.8
Venezuela,VEN,1963,4.4
Venezuela,VEN,1964,5.3
Venezuela,VEN,1965,5.5
Venezuela,VEN,1966,5.5
Venezuela,VEN,1967,5
Venezuela,VEN,1968,5.2
Venezuela,VEN,1969,5.1
Venezuela,VEN,1970,6
Venezuela,VEN,1971,6.1
Venezuela,VEN,1972,6.4
Venezuela,VEN,1973,5.5
Venezuela,VEN,1974,6.5
Venezuela,VEN,1975,6.8
Venezuela,VEN,1976,6.5
Venezuela,VEN,1977,7.4
Venezuela,VEN,1978,6.6
Venezuela,VEN,1979,7.1
Venezuela,VEN,1980,6.9
Venezuela,VEN,1981,7.4
Venezuela,VEN,1982,7.4
Venezuela,VEN,1983,8.1
Venezuela,VEN,1985,7.6
Venezuela,VEN,1986,7.5
Venezuela,VEN,1987,8.5
Venezuela,VEN,1988,8.7
Venezuela,VEN,1989,8.2
Venezuela,VEN,1990,9.9
Venezuela,VEN,1992,10.2
Venezuela,VEN,1993,9.9
Venezuela,VEN,1994,10.7
Venezuela,VEN,1996,10.1
Venezuela,VEN,1997,11
Venezuela,VEN,1998,10.6
Venezuela,VEN,1999,11.1
Venezuela,VEN,2000,10.7
Venezuela,VEN,2001,11.2
Venezuela,VEN,2002,11.3
Venezuela,VEN,2003,12
Venezuela,VEN,2004,12.4
Venezuela,VEN,2005,12.3
Venezuela,VEN,2006,12.9
Venezuela,VEN,2007,13
Venezuela,VEN,2008,12.9
Venezuela,VEN,2009,13.4
Venezuela,VEN,2010,14.1
Venezuela,VEN,2011,13.6
Venezuela,VEN,2012,13.7
Venezuela,VEN,2013,13.2
