Entity,Code,Year,Crops - Avocados - 572 - Production - 5510 - tonnes (tonnes)
Philippines,PHL,1981,25300
Philippines,PHL,1982,24924
Philippines,PHL,1983,20955
Philippines,PHL,1984,21564
Philippines,PHL,1985,20630
Philippines,PHL,1986,21882
Philippines,PHL,1987,22271
Philippines,PHL,1988,21594
Philippines,PHL,1989,24000
Philippines,PHL,1990,28000
Philippines,PHL,1991,46123
Philippines,PHL,1992,46936
Philippines,PHL,1993,47105
Philippines,PHL,1994,47001
Philippines,PHL,1995,47023
Philippines,PHL,1996,46303
Philippines,PHL,1997,43700
Philippines,PHL,1998,37548
Philippines,PHL,1999,38820
Philippines,PHL,2000,38086
Philippines,PHL,2001,37404
Philippines,PHL,2002,37957
Philippines,PHL,2003,35125
Philippines,PHL,2004,30797
Philippines,PHL,2005,27755
Philippines,PHL,2006,25617
Philippines,PHL,2007,24975
Philippines,PHL,2008,24180
Philippines,PHL,2009,22763
Philippines,PHL,2010,22029
Philippines,PHL,2011,20993
Philippines,PHL,2012,20909
Philippines,PHL,2013,20397
Philippines,PHL,2014,20061
Philippines,PHL,2015,19995
Philippines,PHL,2016,19572
Philippines,PHL,2017,19440
Philippines,PHL,2018,19443
Polynesia,OWID_PYA,1961,1640
Polynesia,OWID_PYA,1962,1700
Polynesia,OWID_PYA,1963,1820
Polynesia,OWID_PYA,1964,1910
Polynesia,OWID_PYA,1965,1990
Polynesia,OWID_PYA,1966,2050
Polynesia,OWID_PYA,1967,2160
Polynesia,OWID_PYA,1968,2220
Polynesia,OWID_PYA,1969,2280
Polynesia,OWID_PYA,1970,2390
Polynesia,OWID_PYA,1971,2460
Polynesia,OWID_PYA,1972,2510
Polynesia,OWID_PYA,1973,2581
Polynesia,OWID_PYA,1974,2641
Polynesia,OWID_PYA,1975,2882
Polynesia,OWID_PYA,1976,2632
Polynesia,OWID_PYA,1977,2632
Polynesia,OWID_PYA,1978,2650
Polynesia,OWID_PYA,1979,2700
Polynesia,OWID_PYA,1980,2600
Polynesia,OWID_PYA,1981,2700
Polynesia,OWID_PYA,1982,2750
Polynesia,OWID_PYA,1983,2800
Polynesia,OWID_PYA,1984,2850
Polynesia,OWID_PYA,1985,2300
Polynesia,OWID_PYA,1986,1970
Polynesia,OWID_PYA,1987,1698
Polynesia,OWID_PYA,1988,1207
Polynesia,OWID_PYA,1989,1027
Polynesia,OWID_PYA,1990,964
Polynesia,OWID_PYA,1991,1061
Polynesia,OWID_PYA,1992,1240
Polynesia,OWID_PYA,1993,1142
Polynesia,OWID_PYA,1994,1062
Polynesia,OWID_PYA,1995,1026
Polynesia,OWID_PYA,1996,1023
Polynesia,OWID_PYA,1997,1028
Polynesia,OWID_PYA,1998,1017
Polynesia,OWID_PYA,1999,1110
Polynesia,OWID_PYA,2000,1201
Polynesia,OWID_PYA,2001,1183
Polynesia,OWID_PYA,2002,1129
Polynesia,OWID_PYA,2003,1099
Polynesia,OWID_PYA,2004,1086
Polynesia,OWID_PYA,2005,1093
Polynesia,OWID_PYA,2006,1107
Polynesia,OWID_PYA,2007,1307
Polynesia,OWID_PYA,2008,1329
Polynesia,OWID_PYA,2009,1342
Polynesia,OWID_PYA,2010,1324
Polynesia,OWID_PYA,2011,1350
Polynesia,OWID_PYA,2012,1381
Polynesia,OWID_PYA,2013,1405
Polynesia,OWID_PYA,2014,1427
Polynesia,OWID_PYA,2015,1466
Polynesia,OWID_PYA,2016,1477
Polynesia,OWID_PYA,2017,1501
Polynesia,OWID_PYA,2018,1523
Portugal,PRT,1990,21300
Portugal,PRT,1991,20300
Portugal,PRT,1992,19400
Portugal,PRT,1993,16300
Portugal,PRT,1994,13000
Puerto Rico,PRI,1961,4767
Puerto Rico,PRI,1962,4336
Puerto Rico,PRI,1963,4858
Puerto Rico,PRI,1964,5822
Puerto Rico,PRI,1965,5720
Puerto Rico,PRI,1966,5720
Puerto Rico,PRI,1967,5788
Puerto Rico,PRI,1968,5902
Puerto Rico,PRI,1969,5902
Puerto Rico,PRI,1970,5675
Puerto Rico,PRI,1971,5448
Puerto Rico,PRI,1972,5221
Puerto Rico,PRI,1973,5902
Puerto Rico,PRI,1974,4540
Puerto Rico,PRI,1975,4767
Puerto Rico,PRI,1976,4052
Puerto Rico,PRI,1977,3794
Puerto Rico,PRI,1978,4536
Puerto Rico,PRI,1979,3629
Puerto Rico,PRI,1980,3289
Puerto Rico,PRI,1981,3221
Puerto Rico,PRI,1982,4150
Puerto Rico,PRI,1983,3629
Puerto Rico,PRI,1984,3402
Puerto Rico,PRI,1985,3515
Puerto Rico,PRI,1986,3946
Puerto Rico,PRI,1987,3924
Puerto Rico,PRI,1988,4990
Puerto Rico,PRI,1989,4264
Puerto Rico,PRI,1990,4286
Puerto Rico,PRI,1991,4264
Puerto Rico,PRI,1992,3768
Puerto Rico,PRI,1993,3677
Puerto Rico,PRI,1994,3087
Puerto Rico,PRI,1995,2427
Puerto Rico,PRI,1996,2109
Puerto Rico,PRI,1997,2100
Puerto Rico,PRI,1998,1930
Puerto Rico,PRI,1999,1828
Puerto Rico,PRI,2000,2067
Puerto Rico,PRI,2001,1964
Puerto Rico,PRI,2002,2733
Puerto Rico,PRI,2003,2646
Puerto Rico,PRI,2004,4780
Puerto Rico,PRI,2005,1879
Puerto Rico,PRI,2006,2093
Puerto Rico,PRI,2007,1900
Puerto Rico,PRI,2008,2000
Puerto Rico,PRI,2009,2026
Puerto Rico,PRI,2010,2200
Puerto Rico,PRI,2011,2350
Puerto Rico,PRI,2012,2450
Puerto Rico,PRI,2013,2550
Puerto Rico,PRI,2014,514
Puerto Rico,PRI,2015,438
Puerto Rico,PRI,2016,1167
Puerto Rico,PRI,2017,706
Puerto Rico,PRI,2018,771
Reunion,REU,1978,500
Reunion,REU,1979,600
Reunion,REU,1980,650
Reunion,REU,1981,700
Reunion,REU,1982,750
Reunion,REU,1983,800
Reunion,REU,1984,952
Reunion,REU,1985,800
Reunion,REU,1986,800
Reunion,REU,1987,202
Reunion,REU,1988,202
Reunion,REU,1989,202
Reunion,REU,1990,202
Reunion,REU,1991,202
Reunion,REU,1992,202
Reunion,REU,1993,182
Reunion,REU,1994,180
Reunion,REU,1995,180
Reunion,REU,1996,180
Reunion,REU,1997,200
Reunion,REU,1998,230
Reunion,REU,1999,250
Reunion,REU,2000,270
Reunion,REU,2001,300
Reunion,REU,2002,320
Reunion,REU,2003,350
Reunion,REU,2004,380
Reunion,REU,2005,400
Reunion,REU,2006,450
Reunion,REU,2007,500
Reunion,REU,2008,550
Reunion,REU,2009,577
Reunion,REU,2010,600
Reunion,REU,2011,600
Reunion,REU,2012,600
Reunion,REU,2013,601
Reunion,REU,2014,603
Reunion,REU,2015,709
Reunion,REU,2016,730
Reunion,REU,2017,757
Reunion,REU,2018,732
Rwanda,RWA,1998,3000
Rwanda,RWA,1999,3500
Rwanda,RWA,2000,3500
Rwanda,RWA,2001,3500
Rwanda,RWA,2002,4000
Rwanda,RWA,2003,4000
Rwanda,RWA,2004,4000
Rwanda,RWA,2005,4500
Rwanda,RWA,2006,4500
Rwanda,RWA,2007,5000
Rwanda,RWA,2008,9290
Rwanda,RWA,2009,10500
Rwanda,RWA,2010,5700
Rwanda,RWA,2011,8800
Rwanda,RWA,2012,5000
Rwanda,RWA,2013,8300
Rwanda,RWA,2014,7600
Rwanda,RWA,2015,9200
Rwanda,RWA,2016,9296
Rwanda,RWA,2017,6912
Rwanda,RWA,2018,8238
Saint Lucia,LCA,1961,310
Saint Lucia,LCA,1962,315
Saint Lucia,LCA,1963,320
Saint Lucia,LCA,1964,325
Saint Lucia,LCA,1965,330
Saint Lucia,LCA,1966,335
Saint Lucia,LCA,1967,340
Saint Lucia,LCA,1968,345
Saint Lucia,LCA,1969,350
Saint Lucia,LCA,1970,355
Saint Lucia,LCA,1971,360
Saint Lucia,LCA,1972,365
Saint Lucia,LCA,1973,370
Saint Lucia,LCA,1974,375
Saint Lucia,LCA,1975,380
Saint Lucia,LCA,1976,390
Saint Lucia,LCA,1977,400
Saint Lucia,LCA,1978,410
Saint Lucia,LCA,1979,420
Saint Lucia,LCA,1980,430
Saint Lucia,LCA,1981,440
Saint Lucia,LCA,1982,450
Saint Lucia,LCA,1983,460
Saint Lucia,LCA,1984,470
Saint Lucia,LCA,1985,470
Saint Lucia,LCA,1986,480
Saint Lucia,LCA,1987,500
Saint Lucia,LCA,1988,510
Saint Lucia,LCA,1989,520
Saint Lucia,LCA,1990,500
Saint Lucia,LCA,1991,450
Saint Lucia,LCA,1992,400
Saint Lucia,LCA,1993,350
Saint Lucia,LCA,1994,300
Saint Lucia,LCA,1995,250
Saint Lucia,LCA,1996,490
Saint Lucia,LCA,1997,410
Saint Lucia,LCA,1998,220
Saint Lucia,LCA,1999,331
Saint Lucia,LCA,2000,396
Saint Lucia,LCA,2001,350
Saint Lucia,LCA,2002,300
Saint Lucia,LCA,2003,280
Saint Lucia,LCA,2004,329
Saint Lucia,LCA,2005,215
Saint Lucia,LCA,2006,323
Saint Lucia,LCA,2007,284
Saint Lucia,LCA,2008,458
Saint Lucia,LCA,2009,252
Saint Lucia,LCA,2010,230
Saint Lucia,LCA,2011,200
Saint Lucia,LCA,2012,168
Saint Lucia,LCA,2013,156
Saint Lucia,LCA,2014,165
Saint Lucia,LCA,2015,183
Saint Lucia,LCA,2016,179
Saint Lucia,LCA,2017,169
Saint Lucia,LCA,2018,160
Samoa,WSM,1961,1190
Samoa,WSM,1962,1250
Samoa,WSM,1963,1320
Samoa,WSM,1964,1380
Samoa,WSM,1965,1440
Samoa,WSM,1966,1500
Samoa,WSM,1967,1560
Samoa,WSM,1968,1620
Samoa,WSM,1969,1680
Samoa,WSM,1970,1740
Samoa,WSM,1971,1800
Samoa,WSM,1972,1850
Samoa,WSM,1973,1910
Samoa,WSM,1974,1970
Samoa,WSM,1975,2032
Samoa,WSM,1976,2032
Samoa,WSM,1977,2032
Samoa,WSM,1978,2050
Samoa,WSM,1979,2100
Samoa,WSM,1980,2100
Samoa,WSM,1981,2200
Samoa,WSM,1982,2250
Samoa,WSM,1983,2300
Samoa,WSM,1984,2350
Samoa,WSM,1985,1800
Samoa,WSM,1986,1300
Samoa,WSM,1987,1000
Samoa,WSM,1988,500
Samoa,WSM,1989,300
Samoa,WSM,1990,400
Samoa,WSM,1991,500
Samoa,WSM,1992,800
Samoa,WSM,1993,800
Samoa,WSM,1994,800
Samoa,WSM,1995,797
Samoa,WSM,1996,799
Samoa,WSM,1997,800
Samoa,WSM,1998,800
Samoa,WSM,1999,900
Samoa,WSM,2000,1000
Samoa,WSM,2001,1000
Samoa,WSM,2002,972
Samoa,WSM,2003,978
Samoa,WSM,2004,983
Samoa,WSM,2005,988
Samoa,WSM,2006,1000
Samoa,WSM,2007,1150
Samoa,WSM,2008,1150
Samoa,WSM,2009,1160
Samoa,WSM,2010,1196
Samoa,WSM,2011,1221
Samoa,WSM,2012,1250
Samoa,WSM,2013,1271
Samoa,WSM,2014,1295
Samoa,WSM,2015,1331
Samoa,WSM,2016,1331
Samoa,WSM,2017,1350
Samoa,WSM,2018,1368
Seychelles,SYC,1961,6
Seychelles,SYC,1962,6
Seychelles,SYC,1963,6
Seychelles,SYC,1964,6
Seychelles,SYC,1965,6
Seychelles,SYC,1966,6
Seychelles,SYC,1967,6
Seychelles,SYC,1968,6
Seychelles,SYC,1969,7
Seychelles,SYC,1970,7
Seychelles,SYC,1971,8
Seychelles,SYC,1972,8
Seychelles,SYC,1973,8
Seychelles,SYC,1974,8
Seychelles,SYC,1975,9
Seychelles,SYC,1976,9
Seychelles,SYC,1977,9
Seychelles,SYC,1978,9
Seychelles,SYC,1979,10
Seychelles,SYC,1980,10
Seychelles,SYC,1981,10
Seychelles,SYC,1982,12
Seychelles,SYC,1983,12
Seychelles,SYC,1984,12
Seychelles,SYC,1985,12
Seychelles,SYC,1986,12
Seychelles,SYC,1987,12
Seychelles,SYC,1988,12
Seychelles,SYC,1989,12
Seychelles,SYC,1990,15
Seychelles,SYC,1991,13
Seychelles,SYC,1992,13
Seychelles,SYC,1993,13
Seychelles,SYC,1994,14
Seychelles,SYC,1995,15
Seychelles,SYC,1996,14
Seychelles,SYC,1997,14
Seychelles,SYC,1998,14
Seychelles,SYC,1999,13
Seychelles,SYC,2000,13
Seychelles,SYC,2001,13
Seychelles,SYC,2002,13
Seychelles,SYC,2003,13
Seychelles,SYC,2004,13
Seychelles,SYC,2005,13
Seychelles,SYC,2006,12
Seychelles,SYC,2007,12
Seychelles,SYC,2008,12
Seychelles,SYC,2009,12
Seychelles,SYC,2010,12
Seychelles,SYC,2011,12
Seychelles,SYC,2012,13
Seychelles,SYC,2013,13
Seychelles,SYC,2014,13
Seychelles,SYC,2015,13
Seychelles,SYC,2016,13
Seychelles,SYC,2017,13
Seychelles,SYC,2018,13
Small island developing States,,1961,195071
Small island developing States,,1962,195883
Small island developing States,,1963,200252
Small island developing States,,1964,210826
Small island developing States,,1965,206534
Small island developing States,,1966,187781
Small island developing States,,1967,205067
Small island developing States,,1968,196381
Small island developing States,,1969,199759
Small island developing States,,1970,201955
Small island developing States,,1971,199987
Small island developing States,,1972,208708
Small island developing States,,1973,213016
Small island developing States,,1974,216739
Small island developing States,,1975,222281
Small island developing States,,1976,221944
Small island developing States,,1977,220945
Small island developing States,,1978,228851
Small island developing States,,1979,222755
Small island developing States,,1980,210070
Small island developing States,,1981,216012
Small island developing States,,1982,230203
Small island developing States,,1983,232657
Small island developing States,,1984,230391
Small island developing States,,1985,217059
Small island developing States,,1986,221908
Small island developing States,,1987,216171
Small island developing States,,1988,206542
Small island developing States,,1989,218502
Small island developing States,,1990,87025
Small island developing States,,1991,93318
Small island developing States,,1992,78303
Small island developing States,,1993,79818
Small island developing States,,1994,93630
Small island developing States,,1995,112778
Small island developing States,,1996,77583
Small island developing States,,1997,99078
Small island developing States,,1998,124574
Small island developing States,,1999,135198
Small island developing States,,2000,145636
Small island developing States,,2001,172455
Small island developing States,,2002,215032
Small island developing States,,2003,342771
Small island developing States,,2004,287845
Small island developing States,,2005,184407
Small island developing States,,2006,288619
Small island developing States,,2007,259436
Small island developing States,,2008,251839
Small island developing States,,2009,258928
Small island developing States,,2010,367656
Small island developing States,,2011,385928
Small island developing States,,2012,389709
Small island developing States,,2013,495748
Small island developing States,,2014,629489
Small island developing States,,2015,632980
Small island developing States,,2016,712217
Small island developing States,,2017,753545
Small island developing States,,2018,761325
South Africa,ZAF,1961,4733
South Africa,ZAF,1962,5412
South Africa,ZAF,1963,4054
South Africa,ZAF,1964,4553
South Africa,ZAF,1965,4152
South Africa,ZAF,1966,4011
South Africa,ZAF,1967,5891
South Africa,ZAF,1968,6150
South Africa,ZAF,1969,8747
South Africa,ZAF,1970,7757
South Africa,ZAF,1971,8729
South Africa,ZAF,1972,9587
South Africa,ZAF,1973,12112
South Africa,ZAF,1974,13254
South Africa,ZAF,1975,14760
South Africa,ZAF,1976,17140
South Africa,ZAF,1977,18971
South Africa,ZAF,1978,18284
South Africa,ZAF,1979,20162
South Africa,ZAF,1980,20283
South Africa,ZAF,1981,21135
South Africa,ZAF,1982,21967
South Africa,ZAF,1983,26581
South Africa,ZAF,1984,22132
South Africa,ZAF,1985,25506
South Africa,ZAF,1986,32553
South Africa,ZAF,1987,38270
South Africa,ZAF,1988,41217
South Africa,ZAF,1989,41004
South Africa,ZAF,1990,51808
South Africa,ZAF,1991,48565
South Africa,ZAF,1992,42234
South Africa,ZAF,1993,37763
South Africa,ZAF,1994,48418
South Africa,ZAF,1995,45428
South Africa,ZAF,1996,53801
South Africa,ZAF,1997,44586
South Africa,ZAF,1998,92161
South Africa,ZAF,1999,55793
South Africa,ZAF,2000,81006
South Africa,ZAF,2001,51942
South Africa,ZAF,2002,84720
South Africa,ZAF,2003,63265
South Africa,ZAF,2004,56869
South Africa,ZAF,2005,105931
South Africa,ZAF,2006,61404
South Africa,ZAF,2007,65209
South Africa,ZAF,2008,83534
South Africa,ZAF,2009,76726
South Africa,ZAF,2010,83204
South Africa,ZAF,2011,75765
South Africa,ZAF,2012,91603
South Africa,ZAF,2013,83718
South Africa,ZAF,2014,107176
South Africa,ZAF,2015,86189
South Africa,ZAF,2016,89546
South Africa,ZAF,2017,63045
South Africa,ZAF,2018,127568
South America,,1961,205970
South America,,1962,230602
South America,,1963,240812
South America,,1964,243182
South America,,1965,256514
South America,,1966,273519
South America,,1967,287401
South America,,1968,314797
South America,,1969,330516
South America,,1970,359693
South America,,1971,371896
South America,,1972,410411
South America,,1973,351966
South America,,1974,366849
South America,,1975,366121
South America,,1976,365754
South America,,1977,372580
South America,,1978,341176
South America,,1979,346936
South America,,1980,342484
South America,,1981,356176
South America,,1982,372048
South America,,1983,376188
South America,,1984,382467
South America,,1985,354768
South America,,1986,375404
South America,,1987,370313
South America,,1988,392128
South America,,1989,409855
South America,,1990,395239
South America,,1991,404111
South America,,1992,421831
South America,,1993,408283
South America,,1994,389677
South America,,1995,374493
South America,,1996,409517
South America,,1997,441099
South America,,1998,411458
South America,,1999,491255
South America,,2000,492103
South America,,2001,579664
South America,,2002,640944
South America,,2003,638750
South America,,2004,704999
South America,,2005,716350
South America,,2006,782813
South America,,2007,813501
South America,,2008,712191
South America,,2009,839787
South America,,2010,847672
South America,,2011,905890
South America,,2012,1016191
South America,,2013,1072599
South America,,2014,1140031
South America,,2015,1189890
South America,,2016,1266390
South America,,2017,1313443
South America,,2018,1391958
South Eastern Asia,,1961,43320
South Eastern Asia,,1962,43000
South Eastern Asia,,1963,43900
South Eastern Asia,,1964,49423
South Eastern Asia,,1965,50885
South Eastern Asia,,1966,65885
South Eastern Asia,,1967,66961
South Eastern Asia,,1968,64381
South Eastern Asia,,1969,55179
South Eastern Asia,,1970,51090
South Eastern Asia,,1971,43189
South Eastern Asia,,1972,56663
South Eastern Asia,,1973,57414
South Eastern Asia,,1974,75200
South Eastern Asia,,1975,76918
South Eastern Asia,,1976,67980
South Eastern Asia,,1977,85674
South Eastern Asia,,1978,74260
South Eastern Asia,,1979,66525
South Eastern Asia,,1980,73876
South Eastern Asia,,1981,97492
South Eastern Asia,,1982,76389
South Eastern Asia,,1983,66700
South Eastern Asia,,1984,79661
South Eastern Asia,,1985,83432
South Eastern Asia,,1986,92982
South Eastern Asia,,1987,78871
South Eastern Asia,,1988,84114
South Eastern Asia,,1989,85302
South Eastern Asia,,1990,112592
South Eastern Asia,,1991,137543
South Eastern Asia,,1992,140203
South Eastern Asia,,1993,139925
South Eastern Asia,,1994,149229
South Eastern Asia,,1995,210002
South Eastern Asia,,1996,190522
South Eastern Asia,,1997,174456
South Eastern Asia,,1998,168955
South Eastern Asia,,1999,165300
South Eastern Asia,,2000,184571
South Eastern Asia,,2001,180107
South Eastern Asia,,2002,277439
South Eastern Asia,,2003,292684
South Eastern Asia,,2004,254571
South Eastern Asia,,2005,257632
South Eastern Asia,,2006,267680
South Eastern Asia,,2007,229510
South Eastern Asia,,2008,271946
South Eastern Asia,,2009,283845
South Eastern Asia,,2010,249747
South Eastern Asia,,2011,300506
South Eastern Asia,,2012,319190
South Eastern Asia,,2013,314460
South Eastern Asia,,2014,331655
South Eastern Asia,,2015,406955
South Eastern Asia,,2016,329055
South Eastern Asia,,2017,387285
South Eastern Asia,,2018,434368
Southern Africa,,1961,4733
Southern Africa,,1962,5412
Southern Africa,,1963,4054
Southern Africa,,1964,4553
Southern Africa,,1965,4152
Southern Africa,,1966,4011
Southern Africa,,1967,5891
Southern Africa,,1968,6150
Southern Africa,,1969,8747
Southern Africa,,1970,7757
Southern Africa,,1971,8729
Southern Africa,,1972,9587
Southern Africa,,1973,12112
Southern Africa,,1974,13254
Southern Africa,,1975,14760
Southern Africa,,1976,17140
Southern Africa,,1977,18971
Southern Africa,,1978,18284
Southern Africa,,1979,20162
Southern Africa,,1980,20283
Southern Africa,,1981,21135
Southern Africa,,1982,21967
Southern Africa,,1983,26581
Southern Africa,,1984,22132
Southern Africa,,1985,25506
Southern Africa,,1986,32553
Southern Africa,,1987,38270
Southern Africa,,1988,41217
Southern Africa,,1989,41004
Southern Africa,,1990,51808
Southern Africa,,1991,48565
Southern Africa,,1992,42234
Southern Africa,,1993,37763
Southern Africa,,1994,48418
Southern Africa,,1995,45428
Southern Africa,,1996,53801
Southern Africa,,1997,44866
Southern Africa,,1998,92411
Southern Africa,,1999,55933
Southern Africa,,2000,81316
Southern Africa,,2001,52082
Southern Africa,,2002,84930
Southern Africa,,2003,63615
Southern Africa,,2004,57194
Southern Africa,,2005,106211
Southern Africa,,2006,61904
Southern Africa,,2007,65859
Southern Africa,,2008,84284
Southern Africa,,2009,77457
Southern Africa,,2010,84004
Southern Africa,,2011,76554
Southern Africa,,2012,92353
Southern Africa,,2013,84529
Southern Africa,,2014,108011
Southern Africa,,2015,87122
Southern Africa,,2016,90447
Southern Africa,,2017,63972
Southern Africa,,2018,128522
Southern Asia,,1990,0
Southern Asia,,1991,1389
Southern Asia,,1992,1424
Southern Asia,,1993,1459
Southern Asia,,1994,1493
Southern Asia,,1995,1528
Southern Asia,,1996,1563
Southern Asia,,1997,1598
Southern Asia,,1998,1632
Southern Asia,,1999,1667
Southern Asia,,2000,1702
Southern Asia,,2001,1737
Southern Asia,,2002,1771
Southern Asia,,2003,1806
Southern Asia,,2004,1841
Southern Asia,,2005,1876
Southern Asia,,2006,1911
Southern Asia,,2007,1945
Southern Asia,,2008,1980
Southern Asia,,2009,2015
Southern Asia,,2010,6171
Southern Asia,,2011,9666
Southern Asia,,2012,10663
Southern Asia,,2013,11370
Southern Asia,,2014,15620
Southern Asia,,2015,18000
Southern Asia,,2016,34781
Southern Asia,,2017,30606
Southern Asia,,2018,50542
Southern Europe,,1961,340
Southern Europe,,1962,373
Southern Europe,,1963,377
Southern Europe,,1964,347
Southern Europe,,1965,400
Southern Europe,,1966,469
Southern Europe,,1967,599
Southern Europe,,1968,555
Southern Europe,,1969,674
Southern Europe,,1970,600
Southern Europe,,1971,887
Southern Europe,,1972,1526
Southern Europe,,1973,1800
Southern Europe,,1974,2000
Southern Europe,,1975,2500
Southern Europe,,1976,3000
Southern Europe,,1977,4000
Southern Europe,,1978,4948
Southern Europe,,1979,6000
Southern Europe,,1980,7596
Southern Europe,,1981,10500
Southern Europe,,1982,15500
Southern Europe,,1983,20500
Southern Europe,,1984,25049
Southern Europe,,1985,28702
Southern Europe,,1986,30847
Southern Europe,,1987,33022
Southern Europe,,1988,43933
Southern Europe,,1989,46949
Southern Europe,,1990,66992
Southern Europe,,1991,74052
Southern Europe,,1992,74275
Southern Europe,,1993,69989
Southern Europe,,1994,49110
Southern Europe,,1995,29408
Southern Europe,,1996,53596
Southern Europe,,1997,53971
Southern Europe,,1998,75268
Southern Europe,,1999,67572
Southern Europe,,2000,65768
Southern Europe,,2001,76452
Southern Europe,,2002,75782
Southern Europe,,2003,78205
Southern Europe,,2004,77932
Southern Europe,,2005,77632
Southern Europe,,2006,82458
Southern Europe,,2007,84654
Southern Europe,,2008,76043
Southern Europe,,2009,74389
Southern Europe,,2010,99809
Southern Europe,,2011,85887
Southern Europe,,2012,78915
Southern Europe,,2013,71915
Southern Europe,,2014,79875
Southern Europe,,2015,89202
Southern Europe,,2016,94289
Southern Europe,,2017,95743
Southern Europe,,2018,92283
Spain,ESP,1961,340
Spain,ESP,1962,373
Spain,ESP,1963,377
Spain,ESP,1964,347
Spain,ESP,1965,400
Spain,ESP,1966,469
Spain,ESP,1967,599
Spain,ESP,1968,555
Spain,ESP,1969,674
Spain,ESP,1970,600
Spain,ESP,1971,887
Spain,ESP,1972,1526
Spain,ESP,1973,1800
Spain,ESP,1974,2000
Spain,ESP,1975,2500
Spain,ESP,1976,3000
Spain,ESP,1977,4000
Spain,ESP,1978,4948
Spain,ESP,1979,6000
Spain,ESP,1980,7596
Spain,ESP,1981,10000
Spain,ESP,1982,15000
Spain,ESP,1983,20000
Spain,ESP,1984,24549
Spain,ESP,1985,27956
Spain,ESP,1986,30282
Spain,ESP,1987,32534
Spain,ESP,1988,42992
Spain,ESP,1989,46222
Spain,ESP,1990,44880
Spain,ESP,1991,52144
Spain,ESP,1992,53197
Spain,ESP,1993,51745
Spain,ESP,1994,34100
Spain,ESP,1995,27955
Spain,ESP,1996,52085
Spain,ESP,1997,52409
Spain,ESP,1998,73724
Spain,ESP,1999,66099
Spain,ESP,2000,63843
Spain,ESP,2001,74981
Spain,ESP,2002,74204
Spain,ESP,2003,76609
Spain,ESP,2004,76297
Spain,ESP,2005,74994
Spain,ESP,2006,79824
Spain,ESP,2007,82116
Spain,ESP,2008,73585
Spain,ESP,2009,71931
Spain,ESP,2010,97378
Spain,ESP,2011,83426
Spain,ESP,2012,76337
Spain,ESP,2013,69400
Spain,ESP,2014,77401
Spain,ESP,2015,86636
Spain,ESP,2016,91509
Spain,ESP,2017,92936
Spain,ESP,2018,89592
Sri Lanka,LKA,1990,0
Sri Lanka,LKA,1991,1389
Sri Lanka,LKA,1992,1424
Sri Lanka,LKA,1993,1459
Sri Lanka,LKA,1994,1493
Sri Lanka,LKA,1995,1528
Sri Lanka,LKA,1996,1563
Sri Lanka,LKA,1997,1598
Sri Lanka,LKA,1998,1632
Sri Lanka,LKA,1999,1667
Sri Lanka,LKA,2000,1702
Sri Lanka,LKA,2001,1737
Sri Lanka,LKA,2002,1771
Sri Lanka,LKA,2003,1806
Sri Lanka,LKA,2004,1841
Sri Lanka,LKA,2005,1876
Sri Lanka,LKA,2006,1911
Sri Lanka,LKA,2007,1945
Sri Lanka,LKA,2008,1980
Sri Lanka,LKA,2009,2015
Sri Lanka,LKA,2010,6171
Sri Lanka,LKA,2011,9666
Sri Lanka,LKA,2012,10663
Sri Lanka,LKA,2013,11370
Sri Lanka,LKA,2014,15620
Sri Lanka,LKA,2015,18000
Sri Lanka,LKA,2016,34781
Sri Lanka,LKA,2017,30606
Sri Lanka,LKA,2018,50542
Swaziland,SWZ,1997,280
Swaziland,SWZ,1998,250
Swaziland,SWZ,1999,140
Swaziland,SWZ,2000,310
Swaziland,SWZ,2001,140
Swaziland,SWZ,2002,210
Swaziland,SWZ,2003,350
Swaziland,SWZ,2004,325
Swaziland,SWZ,2005,280
Swaziland,SWZ,2006,500
Swaziland,SWZ,2007,650
Swaziland,SWZ,2008,750
Swaziland,SWZ,2009,731
Swaziland,SWZ,2010,800
Swaziland,SWZ,2011,789
Swaziland,SWZ,2012,750
Swaziland,SWZ,2013,811
Swaziland,SWZ,2014,835
Swaziland,SWZ,2015,933
Swaziland,SWZ,2016,901
Swaziland,SWZ,2017,927
Swaziland,SWZ,2018,954
Timor,TLS,1993,99
Timor,TLS,1994,191
Timor,TLS,1995,282
Timor,TLS,1996,1068
Timor,TLS,1997,804
Timor,TLS,1998,457
Timor,TLS,1999,376
Timor,TLS,2000,690
Timor,TLS,2001,1000
Timor,TLS,2002,1300
Timor,TLS,2003,1600
Timor,TLS,2004,2000
Timor,TLS,2005,2300
Timor,TLS,2006,2600
Timor,TLS,2007,2900
Timor,TLS,2008,3551
Timor,TLS,2009,3440
Timor,TLS,2010,3440
Timor,TLS,2011,3560
Timor,TLS,2012,4081
Timor,TLS,2013,4161
Timor,TLS,2014,4268
Timor,TLS,2015,4431
Timor,TLS,2016,4545
Timor,TLS,2017,4688
Timor,TLS,2018,4831
Trinidad and Tobago,TTO,1961,180
Trinidad and Tobago,TTO,1962,190
Trinidad and Tobago,TTO,1963,202
Trinidad and Tobago,TTO,1964,210
Trinidad and Tobago,TTO,1965,220
Trinidad and Tobago,TTO,1966,230
Trinidad and Tobago,TTO,1967,250
Trinidad and Tobago,TTO,1968,270
Trinidad and Tobago,TTO,1969,240
Trinidad and Tobago,TTO,1970,220
Trinidad and Tobago,TTO,1971,190
