Entity,Code,Year,"Crops - Coffee, green - 656 - Production - 5510 - tonnes (tonnes)"
Sao Tome and Principe,STP,2000,18
Sao Tome and Principe,STP,2001,22
Sao Tome and Principe,STP,2002,25
Sao Tome and Principe,STP,2003,23
Sao Tome and Principe,STP,2004,27
Sao Tome and Principe,STP,2005,28
Sao Tome and Principe,STP,2006,30
Sao Tome and Principe,STP,2007,23
Sao Tome and Principe,STP,2008,20
Sao Tome and Principe,STP,2009,18
Sao Tome and Principe,STP,2010,15
Sao Tome and Principe,STP,2011,6
Sao Tome and Principe,STP,2012,6
Sao Tome and Principe,STP,2013,4
Sao Tome and Principe,STP,2014,9
Sao Tome and Principe,STP,2015,11
Sao Tome and Principe,STP,2016,10
Sao Tome and Principe,STP,2017,10
Sao Tome and Principe,STP,2018,10
Saudi Arabia,SAU,1961,200
Saudi Arabia,SAU,1962,200
Saudi Arabia,SAU,1963,200
Saudi Arabia,SAU,1964,100
Saudi Arabia,SAU,1965,100
Saudi Arabia,SAU,1966,100
Saudi Arabia,SAU,1967,100
Saudi Arabia,SAU,1968,100
Saudi Arabia,SAU,1969,120
Saudi Arabia,SAU,1970,120
Saudi Arabia,SAU,1971,120
Saudi Arabia,SAU,1972,243
Saudi Arabia,SAU,1973,120
Saudi Arabia,SAU,1974,140
Saudi Arabia,SAU,1975,160
Saudi Arabia,SAU,1976,180
Saudi Arabia,SAU,1977,200
Saudi Arabia,SAU,1978,220
Saudi Arabia,SAU,1979,240
Saudi Arabia,SAU,1980,260
Saudi Arabia,SAU,1981,300
Saudi Arabia,SAU,1982,386
Saudi Arabia,SAU,1983,250
Saudi Arabia,SAU,1984,150
Saudi Arabia,SAU,1985,50
Saudi Arabia,SAU,1990,0
Saudi Arabia,SAU,1991,0
Saudi Arabia,SAU,1992,0
Saudi Arabia,SAU,1993,0
Saudi Arabia,SAU,1994,0
Saudi Arabia,SAU,1995,0
Saudi Arabia,SAU,1996,0
Saudi Arabia,SAU,1997,0
Saudi Arabia,SAU,1998,0
Saudi Arabia,SAU,1999,0
Saudi Arabia,SAU,2000,0
Saudi Arabia,SAU,2001,0
Saudi Arabia,SAU,2002,0
Saudi Arabia,SAU,2003,0
Saudi Arabia,SAU,2004,0
Saudi Arabia,SAU,2005,0
Saudi Arabia,SAU,2006,0
Saudi Arabia,SAU,2007,0
Saudi Arabia,SAU,2008,0
Saudi Arabia,SAU,2009,0
Saudi Arabia,SAU,2010,0
Saudi Arabia,SAU,2011,0
Saudi Arabia,SAU,2012,0
Saudi Arabia,SAU,2013,0
Saudi Arabia,SAU,2014,0
Saudi Arabia,SAU,2015,0
Saudi Arabia,SAU,2016,0
Saudi Arabia,SAU,2017,0
Saudi Arabia,SAU,2018,0
Sierra Leone,SLE,1961,5103
Sierra Leone,SLE,1962,2419
Sierra Leone,SLE,1963,3958
Sierra Leone,SLE,1964,6029
Sierra Leone,SLE,1965,3937
Sierra Leone,SLE,1966,9593
Sierra Leone,SLE,1967,3000
Sierra Leone,SLE,1968,4131
Sierra Leone,SLE,1969,8257
Sierra Leone,SLE,1970,6188
Sierra Leone,SLE,1971,9527
Sierra Leone,SLE,1972,7297
Sierra Leone,SLE,1973,11971
Sierra Leone,SLE,1974,3188
Sierra Leone,SLE,1975,7416
Sierra Leone,SLE,1976,4702
Sierra Leone,SLE,1977,10273
Sierra Leone,SLE,1978,4367
Sierra Leone,SLE,1979,13690
Sierra Leone,SLE,1980,10146
Sierra Leone,SLE,1981,9288
Sierra Leone,SLE,1982,8658
Sierra Leone,SLE,1983,16500
Sierra Leone,SLE,1984,18000
Sierra Leone,SLE,1985,26000
Sierra Leone,SLE,1986,23100
Sierra Leone,SLE,1987,24200
Sierra Leone,SLE,1988,25300
Sierra Leone,SLE,1989,25600
Sierra Leone,SLE,1990,25800
Sierra Leone,SLE,1991,26000
Sierra Leone,SLE,1992,26000
Sierra Leone,SLE,1993,24700
Sierra Leone,SLE,1994,27805
Sierra Leone,SLE,1995,25025
Sierra Leone,SLE,1996,25000
Sierra Leone,SLE,1997,30700
Sierra Leone,SLE,1998,25000
Sierra Leone,SLE,1999,15350
Sierra Leone,SLE,2000,15000
Sierra Leone,SLE,2001,16267
Sierra Leone,SLE,2002,16705
Sierra Leone,SLE,2003,17000
Sierra Leone,SLE,2004,18000
Sierra Leone,SLE,2005,20000
Sierra Leone,SLE,2006,20500
Sierra Leone,SLE,2007,21000
Sierra Leone,SLE,2008,21200
Sierra Leone,SLE,2009,22000
Sierra Leone,SLE,2010,26130
Sierra Leone,SLE,2011,30449
Sierra Leone,SLE,2012,35000
Sierra Leone,SLE,2013,36000
Sierra Leone,SLE,2014,35181
Sierra Leone,SLE,2015,23020
Sierra Leone,SLE,2016,31400
Sierra Leone,SLE,2017,29867
Sierra Leone,SLE,2018,28096
Small island developing States,,1961,151765
Small island developing States,,1962,167581
Small island developing States,,1963,149103
Small island developing States,,1964,160762
Small island developing States,,1965,142968
Small island developing States,,1966,147017
Small island developing States,,1967,157540
Small island developing States,,1968,144189
Small island developing States,,1969,147022
Small island developing States,,1970,150282
Small island developing States,,1971,155490
Small island developing States,,1972,156020
Small island developing States,,1973,174145
Small island developing States,,1974,169952
Small island developing States,,1975,172218
Small island developing States,,1976,181107
Small island developing States,,1977,169959
Small island developing States,,1978,157461
Small island developing States,,1979,196682
Small island developing States,,1980,204096
Small island developing States,,1981,185315
Small island developing States,,1982,192106
Small island developing States,,1983,207231
Small island developing States,,1984,199375
Small island developing States,,1985,215992
Small island developing States,,1986,199075
Small island developing States,,1987,214771
Small island developing States,,1988,221572
Small island developing States,,1989,224006
Small island developing States,,1990,208424
Small island developing States,,1991,188043
Small island developing States,,1992,163362
Small island developing States,,1993,179220
Small island developing States,,1994,174257
Small island developing States,,1995,175352
Small island developing States,,1996,183918
Small island developing States,,1997,174086
Small island developing States,,1998,206245
Small island developing States,,1999,190490
Small island developing States,,2000,200080
Small island developing States,,2001,170227
Small island developing States,,2002,170090
Small island developing States,,2003,177942
Small island developing States,,2004,168262
Small island developing States,,2005,195256
Small island developing States,,2006,169726
Small island developing States,,2007,198499
Small island developing States,,2008,170319
Small island developing States,,2009,173662
Small island developing States,,2010,150299
Small island developing States,,2011,180824
Small island developing States,,2012,141997
Small island developing States,,2013,161005
Small island developing States,,2014,136062
Small island developing States,,2015,137377
Small island developing States,,2016,143060
Small island developing States,,2017,143214
Small island developing States,,2018,148527
South America,,1961,2843499
South America,,1962,2840435
South America,,1963,2265522
South America,,1964,1682003
South America,,1965,2967169
South America,,1966,1881179
South America,,1967,2156839
South America,,1968,1727232
South America,,1969,1948056
South America,,1970,1476227
South America,,1971,2229857
South America,,1972,2131211
South America,,1973,1633364
South America,,1974,2294021
South America,,1975,2016161
South America,,1976,1071431
South America,,1977,1855839
South America,,1978,2195287
South America,,1979,2319892
South America,,1980,2029315
South America,,1981,3075215
South America,,1982,1989276
South America,,1983,2702987
South America,,1984,2509880
South America,,1985,2871613
South America,,1986,2078889
South America,,1987,3178506
South America,,1988,2415693
South America,,1989,2548685
South America,,1990,2644690
South America,,1991,2778023
South America,,1992,2708275
South America,,1993,2404515
South America,,1994,2400250
South America,,1995,2086626
South America,,1996,2415419
South America,,1997,2268624
South America,,1998,2743570
South America,,1999,2590317
South America,,2000,2869700
South America,,2001,2955622
South America,,2002,3655180
South America,,2003,3000416
South America,,2004,3499375
South America,,2005,3129569
South America,,2006,3705877
South America,,2007,3371683
South America,,2008,3891551
South America,,2009,3278052
South America,,2010,3838407
South America,,2011,3624957
South America,,2012,3916887
South America,,2013,3974032
South America,,2014,3832742
South America,,2015,3804264
South America,,2016,4189626
South America,,2017,3858296
South America,,2018,4725009
South Eastern Asia,,1961,145400
South Eastern Asia,,1962,161386
South Eastern Asia,,1963,186421
South Eastern Asia,,1964,173581
South Eastern Asia,,1965,197625
South Eastern Asia,,1966,202253
South Eastern Asia,,1967,220359
South Eastern Asia,,1968,217268
South Eastern Asia,,1969,238450
South Eastern Asia,,1970,255270
South Eastern Asia,,1971,251608
South Eastern Asia,,1972,251620
South Eastern Asia,,1973,223138
South Eastern Asia,,1974,226368
South Eastern Asia,,1975,288096
South Eastern Asia,,1976,309405
South Eastern Asia,,1977,330206
South Eastern Asia,,1978,372491
South Eastern Asia,,1979,420222
South Eastern Asia,,1980,461504
South Eastern Asia,,1981,503502
South Eastern Asia,,1982,502227
South Eastern Asia,,1983,502805
South Eastern Asia,,1984,482130
South Eastern Asia,,1985,512090
South Eastern Asia,,1986,583123
South Eastern Asia,,1987,607938
South Eastern Asia,,1988,637111
South Eastern Asia,,1989,679294
South Eastern Asia,,1990,724497
South Eastern Asia,,1991,726275
South Eastern Asia,,1992,788044
South Eastern Asia,,1993,798129
South Eastern Asia,,1994,862844
South Eastern Asia,,1995,921239
South Eastern Asia,,1996,977321
South Eastern Asia,,1997,1095319
South Eastern Asia,,1998,1165700
South Eastern Asia,,1999,1303564
South Eastern Asia,,2000,1624388
South Eastern Asia,,2001,1689144
South Eastern Asia,,2002,1630443
South Eastern Asia,,2003,1700681
South Eastern Asia,,2004,1806425
South Eastern Asia,,2005,1720676
South Eastern Asia,,2006,1895553
South Eastern Asia,,2007,2155645
South Eastern Asia,,2008,1984382
South Eastern Asia,,2009,1972718
South Eastern Asia,,2010,2015640
South Eastern Asia,,2011,2129369
South Eastern Asia,,2012,2198082
South Eastern Asia,,2013,2245483
South Eastern Asia,,2014,2305729
South Eastern Asia,,2015,2351298
South Eastern Asia,,2016,2362451
South Eastern Asia,,2017,2484468
South Eastern Asia,,2018,2612806
Southern Asia,,1961,47202
Southern Asia,,1962,49754
Southern Asia,,1963,61720
Southern Asia,,1964,77695
Southern Asia,,1965,67908
Southern Asia,,1966,70560
Southern Asia,,1967,89988
Southern Asia,,1968,67351
Southern Asia,,1969,84373
Southern Asia,,1970,70925
Southern Asia,,1971,118589
Southern Asia,,1972,75754
Southern Asia,,1973,98104
Southern Asia,,1974,95012
Southern Asia,,1975,101344
Southern Asia,,1976,92876
Southern Asia,,1977,112687
Southern Asia,,1978,137318
Southern Asia,,1979,120588
Southern Asia,,1980,161523
Southern Asia,,1981,131100
Southern Asia,,1982,165279
Southern Asia,,1983,146600
Southern Asia,,1984,115529
Southern Asia,,1985,204400
Southern Asia,,1986,128022
Southern Asia,,1987,198130
Southern Asia,,1988,128300
Southern Asia,,1989,221460
Southern Asia,,1990,125667
Southern Asia,,1991,177861
Southern Asia,,1992,188672
Southern Asia,,1993,172090
Southern Asia,,1994,219056
Southern Asia,,1995,191506
Southern Asia,,1996,234789
Southern Asia,,1997,216385
Southern Asia,,1998,238554
Southern Asia,,1999,275625
Southern Asia,,2000,301862
Southern Asia,,2001,311299
Southern Asia,,2002,310919
Southern Asia,,2003,284573
Southern Asia,,2004,278388
Southern Asia,,2005,282990
Southern Asia,,2006,280760
Southern Asia,,2007,294510
Southern Asia,,2008,267950
Southern Asia,,2009,267978
Southern Asia,,2010,295147
Southern Asia,,2011,307722
Southern Asia,,2012,319985
Southern Asia,,2013,324136
Southern Asia,,2014,311019
Southern Asia,,2015,333364
Southern Asia,,2016,354125
Southern Asia,,2017,317897
Southern Asia,,2018,333940
Southern Europe,,1961,5
Southern Europe,,1962,5
Southern Europe,,1963,5
Southern Europe,,1964,5
Southern Europe,,1965,6
Southern Europe,,1966,8
Southern Europe,,1967,8
Southern Europe,,1968,8
Southern Europe,,1969,7
Southern Europe,,1970,8
Southern Europe,,1971,6
Southern Europe,,1973,6
Southern Europe,,1974,6
Southern Europe,,1975,8
Southern Europe,,1976,8
Southern Europe,,1977,8
Southern Europe,,1978,9
Southern Europe,,1979,9
Southern Europe,,1980,9
Southern Europe,,1981,4
Southern Europe,,1987,11
Southern Europe,,1988,13
Southern Europe,,1989,14
Southern Europe,,1990,9
Southern Europe,,1991,7
Southern Europe,,1992,5
Southern Europe,,1993,5
Southern Europe,,1994,5
Spain,ESP,1961,5
Spain,ESP,1962,5
Spain,ESP,1963,5
Spain,ESP,1964,5
Spain,ESP,1965,6
Spain,ESP,1966,8
Spain,ESP,1967,8
Spain,ESP,1968,8
Spain,ESP,1969,7
Spain,ESP,1970,8
Spain,ESP,1971,6
Spain,ESP,1973,6
Spain,ESP,1974,6
Spain,ESP,1975,8
Spain,ESP,1976,8
Spain,ESP,1977,8
Spain,ESP,1978,9
Spain,ESP,1979,9
Spain,ESP,1980,9
Spain,ESP,1981,4
Spain,ESP,1987,11
Spain,ESP,1988,13
Spain,ESP,1989,14
Spain,ESP,1990,9
Spain,ESP,1991,7
Spain,ESP,1992,5
Spain,ESP,1993,5
Spain,ESP,1994,5
Sri Lanka,LKA,1961,4002
Sri Lanka,LKA,1962,3754
Sri Lanka,LKA,1963,5520
Sri Lanka,LKA,1964,8395
Sri Lanka,LKA,1965,7008
Sri Lanka,LKA,1966,6660
Sri Lanka,LKA,1967,11488
Sri Lanka,LKA,1968,10020
Sri Lanka,LKA,1969,10943
Sri Lanka,LKA,1970,7306
Sri Lanka,LKA,1971,8358
Sri Lanka,LKA,1972,6806
Sri Lanka,LKA,1973,7032
Sri Lanka,LKA,1974,8624
Sri Lanka,LKA,1975,8838
Sri Lanka,LKA,1976,8876
Sri Lanka,LKA,1977,10387
Sri Lanka,LKA,1978,12318
Sri Lanka,LKA,1979,10100
Sri Lanka,LKA,1980,11688
Sri Lanka,LKA,1981,12500
Sri Lanka,LKA,1982,13179
Sri Lanka,LKA,1983,16600
Sri Lanka,LKA,1984,10500
Sri Lanka,LKA,1985,9300
Sri Lanka,LKA,1986,5622
Sri Lanka,LKA,1987,6030
Sri Lanka,LKA,1988,5600
Sri Lanka,LKA,1989,6760
Sri Lanka,LKA,1990,7567
Sri Lanka,LKA,1991,7861
Sri Lanka,LKA,1992,8672
Sri Lanka,LKA,1993,10090
Sri Lanka,LKA,1994,11056
Sri Lanka,LKA,1995,11481
Sri Lanka,LKA,1996,11760
Sri Lanka,LKA,1997,11348
Sri Lanka,LKA,1998,10498
Sri Lanka,LKA,1999,10580
Sri Lanka,LKA,2000,9790
Sri Lanka,LKA,2001,10210
Sri Lanka,LKA,2002,9780
Sri Lanka,LKA,2003,9110
Sri Lanka,LKA,2004,7670
Sri Lanka,LKA,2005,7240
Sri Lanka,LKA,2006,6460
Sri Lanka,LKA,2007,6050
Sri Lanka,LKA,2008,5450
Sri Lanka,LKA,2009,5410
Sri Lanka,LKA,2010,5240
Sri Lanka,LKA,2011,5320
Sri Lanka,LKA,2012,5560
Sri Lanka,LKA,2013,5570
Sri Lanka,LKA,2014,6089
Sri Lanka,LKA,2015,5900
Sri Lanka,LKA,2016,5593
Sri Lanka,LKA,2017,5431
Sri Lanka,LKA,2018,6445
Suriname,SUR,1961,342
Suriname,SUR,1962,329
Suriname,SUR,1963,378
Suriname,SUR,1964,380
Suriname,SUR,1965,397
Suriname,SUR,1966,377
Suriname,SUR,1967,431
Suriname,SUR,1968,359
Suriname,SUR,1969,233
Suriname,SUR,1970,207
Suriname,SUR,1971,200
Suriname,SUR,1972,98
Suriname,SUR,1973,89
Suriname,SUR,1974,91
Suriname,SUR,1975,88
Suriname,SUR,1976,76
Suriname,SUR,1977,90
Suriname,SUR,1978,52
Suriname,SUR,1979,59
Suriname,SUR,1980,45
Suriname,SUR,1981,53
Suriname,SUR,1982,44
Suriname,SUR,1983,47
Suriname,SUR,1984,40
Suriname,SUR,1985,35
Suriname,SUR,1986,44
Suriname,SUR,1987,36
Suriname,SUR,1988,39
Suriname,SUR,1989,49
Suriname,SUR,1990,46
Suriname,SUR,1991,55
Suriname,SUR,1992,43
Suriname,SUR,1993,50
Suriname,SUR,1994,42
Suriname,SUR,1995,50
Suriname,SUR,1996,33
Suriname,SUR,1997,16
Suriname,SUR,1998,11
Suriname,SUR,1999,10
Suriname,SUR,2000,4
Suriname,SUR,2001,4
Suriname,SUR,2002,4
Suriname,SUR,2003,5
Suriname,SUR,2004,4
Suriname,SUR,2005,4
Suriname,SUR,2006,6
Suriname,SUR,2007,10
Suriname,SUR,2008,10
Suriname,SUR,2009,9
Suriname,SUR,2010,6
Suriname,SUR,2011,6
Suriname,SUR,2012,6
Suriname,SUR,2013,6
Suriname,SUR,2014,5
Suriname,SUR,2015,5
Suriname,SUR,2016,5
Suriname,SUR,2017,5
Suriname,SUR,2018,5
Taiwan,TWN,1961,112
Taiwan,TWN,1962,56
Taiwan,TWN,1963,42
Taiwan,TWN,1964,46
Taiwan,TWN,1965,77
Taiwan,TWN,1966,36
Taiwan,TWN,1967,66
Taiwan,TWN,1968,40
Taiwan,TWN,1969,48
Taiwan,TWN,1970,36
Taiwan,TWN,1971,34
Taiwan,TWN,1972,29
Taiwan,TWN,1973,17
Taiwan,TWN,1974,68
Taiwan,TWN,1975,66
Taiwan,TWN,1976,9
Taiwan,TWN,1977,52
Taiwan,TWN,1978,47
Taiwan,TWN,1979,36
Taiwan,TWN,1980,51
Taiwan,TWN,1981,52
Taiwan,TWN,1982,54
Taiwan,TWN,1990,0
Taiwan,TWN,1991,0
Taiwan,TWN,1992,0
Taiwan,TWN,1993,0
Taiwan,TWN,1994,0
Taiwan,TWN,1995,0
Taiwan,TWN,1996,0
Taiwan,TWN,1997,0
Taiwan,TWN,1998,0
Taiwan,TWN,1999,0
Taiwan,TWN,2000,0
Taiwan,TWN,2001,0
Taiwan,TWN,2002,0
Taiwan,TWN,2003,0
Taiwan,TWN,2004,0
Taiwan,TWN,2005,0
Taiwan,TWN,2006,0
Taiwan,TWN,2007,0
Taiwan,TWN,2008,0
Taiwan,TWN,2009,0
Taiwan,TWN,2010,0
Taiwan,TWN,2011,0
Taiwan,TWN,2012,0
Taiwan,TWN,2013,0
Taiwan,TWN,2014,0
Taiwan,TWN,2015,0
Taiwan,TWN,2016,0
Taiwan,TWN,2017,0
Taiwan,TWN,2018,0
Tanzania,TZA,1961,33000
Tanzania,TZA,1962,35000
Tanzania,TZA,1963,40900
Tanzania,TZA,1964,43600
Tanzania,TZA,1965,56400
Tanzania,TZA,1966,66900
Tanzania,TZA,1967,49600
Tanzania,TZA,1968,51100
Tanzania,TZA,1969,51545
Tanzania,TZA,1970,46140
Tanzania,TZA,1971,49700
Tanzania,TZA,1972,52126
Tanzania,TZA,1973,54997
Tanzania,TZA,1974,59454
Tanzania,TZA,1975,62291
Tanzania,TZA,1976,43278
Tanzania,TZA,1977,50216
Tanzania,TZA,1978,51359
Tanzania,TZA,1979,47875
Tanzania,TZA,1980,47802
Tanzania,TZA,1981,66441
Tanzania,TZA,1982,53120
Tanzania,TZA,1983,52129
Tanzania,TZA,1984,56943
Tanzania,TZA,1985,45808
Tanzania,TZA,1986,54756
Tanzania,TZA,1987,57653
Tanzania,TZA,1988,45510
Tanzania,TZA,1989,48800
Tanzania,TZA,1990,53420
Tanzania,TZA,1991,46210
Tanzania,TZA,1992,56030
Tanzania,TZA,1993,59574
Tanzania,TZA,1994,34151
Tanzania,TZA,1995,41971
Tanzania,TZA,1996,52490
Tanzania,TZA,1997,43568
Tanzania,TZA,1998,38002
Tanzania,TZA,1999,46670
Tanzania,TZA,2000,47800
Tanzania,TZA,2001,58100
Tanzania,TZA,2002,66170
Tanzania,TZA,2003,52320
Tanzania,TZA,2004,72440
Tanzania,TZA,2005,95390
Tanzania,TZA,2006,34300
Tanzania,TZA,2007,48869
Tanzania,TZA,2008,43100
Tanzania,TZA,2009,62350
Tanzania,TZA,2010,40000
Tanzania,TZA,2011,60575
Tanzania,TZA,2012,66204
Tanzania,TZA,2013,71200
Tanzania,TZA,2014,48982
Tanzania,TZA,2015,42674
Tanzania,TZA,2016,52982
Tanzania,TZA,2017,55747
Tanzania,TZA,2018,55770
Thailand,THA,1961,60
Thailand,THA,1962,60
Thailand,THA,1963,60
Thailand,THA,1964,60
Thailand,THA,1965,120
Thailand,THA,1966,120
Thailand,THA,1967,120
Thailand,THA,1968,180
Thailand,THA,1969,240
Thailand,THA,1970,600
Thailand,THA,1971,1140
Thailand,THA,1972,1657
Thailand,THA,1973,2240
Thailand,THA,1974,4020
Thailand,THA,1975,5816
Thailand,THA,1976,7635
Thailand,THA,1977,6300
Thailand,THA,1978,6900
Thailand,THA,1979,7500
Thailand,THA,1980,9120
Thailand,THA,1981,12060
Thailand,THA,1982,18539
Thailand,THA,1983,18035
Thailand,THA,1984,18099
Thailand,THA,1985,26641
Thailand,THA,1986,31455
Thailand,THA,1987,25220
Thailand,THA,1988,35154
Thailand,THA,1989,59580
Thailand,THA,1990,71483
Thailand,THA,1991,47328
Thailand,THA,1992,80386
Thailand,THA,1993,70426
Thailand,THA,1994,78175
Thailand,THA,1995,86450
Thailand,THA,1996,80287
Thailand,THA,1997,83810
Thailand,THA,1998,78444
Thailand,THA,1999,54923
Thailand,THA,2000,81057
Thailand,THA,2001,86009
Thailand,THA,2002,53447
Thailand,THA,2003,53907
Thailand,THA,2004,61765
Thailand,THA,2005,59644
Thailand,THA,2006,46873
Thailand,THA,2007,55660
Thailand,THA,2008,50442
Thailand,THA,2009,56315
Thailand,THA,2010,48955
Thailand,THA,2011,42394
Thailand,THA,2012,41461
Thailand,THA,2013,37569
Thailand,THA,2014,37950
Thailand,THA,2015,26089
Thailand,THA,2016,31386
Thailand,THA,2017,34314
Thailand,THA,2018,32684
Timor,TLS,1961,1700
Timor,TLS,1962,2127
Timor,TLS,1963,2453
Timor,TLS,1964,2378
Timor,TLS,1965,2806
Timor,TLS,1966,2088
Timor,TLS,1967,6602
Timor,TLS,1968,1023
Timor,TLS,1969,5025
Timor,TLS,1970,4906
Timor,TLS,1971,5275
Timor,TLS,1972,4701
Timor,TLS,1973,5355
Timor,TLS,1974,4500
Timor,TLS,1975,4500
Timor,TLS,1976,6000
Timor,TLS,1977,8500
Timor,TLS,1978,8500
Timor,TLS,1979,8000
Timor,TLS,1980,8000
Timor,TLS,1981,8000
Timor,TLS,1982,8000
Timor,TLS,1983,8000
Timor,TLS,1984,8000
Timor,TLS,1985,8000
Timor,TLS,1986,8000
Timor,TLS,1987,8000
Timor,TLS,1988,8000
Timor,TLS,1989,8000
Timor,TLS,1990,8631
Timor,TLS,1991,8538
Timor,TLS,1992,7734
Timor,TLS,1993,8000
Timor,TLS,1994,9000
Timor,TLS,1995,10000
Timor,TLS,1996,10987
Timor,TLS,1997,9723
Timor,TLS,1998,11000
Timor,TLS,1999,12000
Timor,TLS,2000,13000
Timor,TLS,2001,14134
Timor,TLS,2002,14000
Timor,TLS,2003,12000
Timor,TLS,2004,14500
Timor,TLS,2005,14500
Timor,TLS,2006,14000
Timor,TLS,2007,14000
Timor,TLS,2008,14009
Timor,TLS,2009,10122
Timor,TLS,2010,12653
Timor,TLS,2011,8320
Timor,TLS,2012,9945
Timor,TLS,2013,11555
Timor,TLS,2014,11433
Timor,TLS,2015,9932
Timor,TLS,2016,9521
Timor,TLS,2017,9174
Timor,TLS,2018,8876
Togo,TGO,1961,10300
Togo,TGO,1962,11600
Togo,TGO,1963,13800
Togo,TGO,1964,13800
Togo,TGO,1965,13500
Togo,TGO,1966,7900
Togo,TGO,1967,10500
Togo,TGO,1968,17208
Togo,TGO,1969,13795
Togo,TGO,1970,13877
Togo,TGO,1971,6459
Togo,TGO,1972,6806
Togo,TGO,1973,6756
Togo,TGO,1974,7694
Togo,TGO,1975,10800
Togo,TGO,1976,8512
Togo,TGO,1977,10430
Togo,TGO,1978,4707
Togo,TGO,1979,6229
Togo,TGO,1980,10385
Togo,TGO,1981,8878
Togo,TGO,1982,9237
Togo,TGO,1983,5941
Togo,TGO,1984,2689
Togo,TGO,1985,10044
Togo,TGO,1986,8179
Togo,TGO,1987,13611
Togo,TGO,1988,14500
Togo,TGO,1989,12121
Togo,TGO,1990,12800
Togo,TGO,1991,24900
Togo,TGO,1992,6300
Togo,TGO,1993,11000
Togo,TGO,1994,10600
Togo,TGO,1995,12080
Togo,TGO,1996,22400
Togo,TGO,1997,10600
Togo,TGO,1998,20000
Togo,TGO,1999,17000
Togo,TGO,2000,15200
Togo,TGO,2001,16900
Togo,TGO,2002,7900
Togo,TGO,2003,5500
Togo,TGO,2004,9300
Togo,TGO,2005,7200
Togo,TGO,2006,8900
Togo,TGO,2007,9300
Togo,TGO,2008,9143
Togo,TGO,2009,11700
Togo,TGO,2010,11500
Togo,TGO,2011,12500
Togo,TGO,2012,10843
Togo,TGO,2013,10950
Togo,TGO,2014,15500
Togo,TGO,2015,16093
Togo,TGO,2016,17933
Togo,TGO,2017,18476
Togo,TGO,2018,21023
Tonga,TON,1983,10
Tonga,TON,1984,12
Tonga,TON,1985,14
Tonga,TON,1986,14
Tonga,TON,1987,14
Tonga,TON,1988,14
Tonga,TON,1989,14
Tonga,TON,1990,13
Tonga,TON,1991,12
Tonga,TON,1992,13
Tonga,TON,1993,14
Tonga,TON,1994,14
Tonga,TON,1995,14
Tonga,TON,1996,15
Tonga,TON,1997,14
Tonga,TON,1998,14
Tonga,TON,1999,14
Tonga,TON,2000,14
Tonga,TON,2001,14
Tonga,TON,2002,14
Tonga,TON,2003,14
Tonga,TON,2004,14
Tonga,TON,2005,16
Tonga,TON,2006,18
Tonga,TON,2007,17
Tonga,TON,2008,17
Tonga,TON,2009,17
Tonga,TON,2010,16
Tonga,TON,2011,16
Tonga,TON,2012,16
Tonga,TON,2013,15
Tonga,TON,2014,15
Tonga,TON,2015,16
Tonga,TON,2016,16
Tonga,TON,2017,16
Tonga,TON,2018,16
Trinidad and Tobago,TTO,1961,2885
Trinidad and Tobago,TTO,1962,3900
Trinidad and Tobago,TTO,1963,3625
Trinidad and Tobago,TTO,1964,4181
Trinidad and Tobago,TTO,1965,4198
Trinidad and Tobago,TTO,1966,2920
Trinidad and Tobago,TTO,1967,3117
Trinidad and Tobago,TTO,1968,4586
Trinidad and Tobago,TTO,1969,3191
Trinidad and Tobago,TTO,1970,2302
Trinidad and Tobago,TTO,1971,3894
Trinidad and Tobago,TTO,1972,3300
Trinidad and Tobago,TTO,1973,2717
Trinidad and Tobago,TTO,1974,1940
Trinidad and Tobago,TTO,1975,4024
Trinidad and Tobago,TTO,1976,2671
Trinidad and Tobago,TTO,1977,2918
Trinidad and Tobago,TTO,1978,2500
Trinidad and Tobago,TTO,1979,2497
Trinidad and Tobago,TTO,1980,2240
Trinidad and Tobago,TTO,1981,2433
Trinidad and Tobago,TTO,1982,1794
Trinidad and Tobago,TTO,1983,1389
Trinidad and Tobago,TTO,1984,852
Trinidad and Tobago,TTO,1985,2141
Trinidad and Tobago,TTO,1986,1334
Trinidad and Tobago,TTO,1987,1842
Trinidad and Tobago,TTO,1988,582
Trinidad and Tobago,TTO,1989,1206
Trinidad and Tobago,TTO,1990,1944
Trinidad and Tobago,TTO,1991,914
Trinidad and Tobago,TTO,1992,707
Trinidad and Tobago,TTO,1993,874
Trinidad and Tobago,TTO,1994,1015
Trinidad and Tobago,TTO,1995,831
Trinidad and Tobago,TTO,1996,352
Trinidad and Tobago,TTO,1997,1102
Trinidad and Tobago,TTO,1998,367
Trinidad and Tobago,TTO,1999,343
Trinidad and Tobago,TTO,2000,553
Trinidad and Tobago,TTO,2001,406
Trinidad and Tobago,TTO,2002,247
Trinidad and Tobago,TTO,2003,586
Trinidad and Tobago,TTO,2004,109
Trinidad and Tobago,TTO,2005,350
Trinidad and Tobago,TTO,2006,720
Trinidad and Tobago,TTO,2007,60
Trinidad and Tobago,TTO,2008,60
Trinidad and Tobago,TTO,2009,129
Trinidad and Tobago,TTO,2010,51
Trinidad and Tobago,TTO,2011,73
Trinidad and Tobago,TTO,2012,51
Trinidad and Tobago,TTO,2013,51
Trinidad and Tobago,TTO,2014,50
Trinidad and Tobago,TTO,2015,51
Trinidad and Tobago,TTO,2016,51
Trinidad and Tobago,TTO,2017,51
Trinidad and Tobago,TTO,2018,51
