Entity,Code,Year, (Annual hours worked per worker)
United States,USA,1970,1887.81
United States,USA,1971,1872.29
United States,USA,1972,1870.19
United States,USA,1973,1868.96
United States,USA,1974,1841.6
United States,USA,1975,1809.8
United States,USA,1976,1805.5
United States,USA,1977,1805.93
United States,USA,1978,1814.33
United States,USA,1979,1813.01
United States,USA,1980,1799.01
United States,USA,1981,1782.32
United States,USA,1982,1769.15
United States,USA,1983,1777.7
United States,USA,1984,1794.66
United States,USA,1985,1799.26
United States,USA,1986,1780.23
United States,USA,1987,1782.98
United States,USA,1988,1797.44
United States,USA,1989,1810.96
United States,USA,1990,1793.35
United States,USA,1991,1782.96
United States,USA,1992,1773.42
United States,USA,1993,1789.79
United States,USA,1994,1805.17
United States,USA,1995,1822.3
United States,USA,1996,1818.68
United States,USA,1997,1830.83
United States,USA,1998,1842.74
United States,USA,1999,1849.37
United States,USA,2000,1848.21
United States,USA,2001,1823.89
United States,USA,2002,1805.73
United States,USA,2003,1782.66
United States,USA,2004,1783.81
United States,USA,2005,1780.07
United States,USA,2006,1779.08
United States,USA,2007,1772.53
United States,USA,2008,1761.99
United States,USA,2009,1729.46
United States,USA,2010,1738.79
United States,USA,2011,1756.26
United States,USA,2012,1754.41
United States,USA,2013,1758.61
United States,USA,2014,1763.76
United States,USA,2015,1770.39
United States,USA,2016,1774.69
Uruguay,URY,1990,1788
Uruguay,URY,1991,1781.5
Uruguay,URY,1992,1775.03
Uruguay,URY,1993,1768.57
Uruguay,URY,1994,1762.15
Uruguay,URY,1995,1755.74
Uruguay,URY,1996,1749.36
Uruguay,URY,1997,1743
Uruguay,URY,1998,1732.47
Uruguay,URY,1999,1722
Uruguay,URY,2000,1698.82
Uruguay,URY,2001,1680.21
Uruguay,URY,2002,1645.2
Uruguay,URY,2003,1660.27
Uruguay,URY,2004,1648.79
Uruguay,URY,2005,1645.61
Uruguay,URY,2006,1647.39
Uruguay,URY,2007,1651.28
Uruguay,URY,2008,1661.18
Uruguay,URY,2009,1613.4
Uruguay,URY,2010,1610.55
Uruguay,URY,2011,1616.67
Uruguay,URY,2012,1594.69
Uruguay,URY,2013,1583.11
Uruguay,URY,2014,1576.27
Uruguay,URY,2015,1576.27
Uruguay,URY,2016,1576.27
Venezuela,VEN,1950,2179
Venezuela,VEN,1951,2162.98
Venezuela,VEN,1952,2147.08
Venezuela,VEN,1953,2131.29
Venezuela,VEN,1954,2115.62
Venezuela,VEN,1955,2100.07
Venezuela,VEN,1956,2084.63
Venezuela,VEN,1957,2069.31
Venezuela,VEN,1958,2054.09
Venezuela,VEN,1959,2038.99
Venezuela,VEN,1960,2024
Venezuela,VEN,1961,2016.58
Venezuela,VEN,1962,2009.18
Venezuela,VEN,1963,2001.82
Venezuela,VEN,1964,1994.48
Venezuela,VEN,1965,1987.16
Venezuela,VEN,1966,1979.88
Venezuela,VEN,1967,1972.62
Venezuela,VEN,1968,1965.39
Venezuela,VEN,1969,1958.18
Venezuela,VEN,1970,1951
Venezuela,VEN,1971,1955.66
Venezuela,VEN,1972,1960.32
Venezuela,VEN,1973,1965
Venezuela,VEN,1974,1969.54
Venezuela,VEN,1975,1974.09
Venezuela,VEN,1976,1978.65
Venezuela,VEN,1977,1983.22
Venezuela,VEN,1978,1987.8
Venezuela,VEN,1979,1992.4
Venezuela,VEN,1980,1997
Venezuela,VEN,1981,1985.98
Venezuela,VEN,1982,1975.03
Venezuela,VEN,1983,1964.13
Venezuela,VEN,1984,1953.29
Venezuela,VEN,1985,1942.52
Venezuela,VEN,1986,1931.8
Venezuela,VEN,1987,1921.14
Venezuela,VEN,1988,1910.54
Venezuela,VEN,1989,1900
Venezuela,VEN,1990,1889
Venezuela,VEN,1991,1878.47
Venezuela,VEN,1992,1868
Venezuela,VEN,1993,1888.88
Venezuela,VEN,1994,1910
Venezuela,VEN,1995,1915.23
Venezuela,VEN,1996,1920.47
Venezuela,VEN,1997,1925.73
Venezuela,VEN,1998,1931
Venezuela,VEN,1999,1942.23
Venezuela,VEN,2000,1916.08
Venezuela,VEN,2001,1895.1
Venezuela,VEN,2002,1855.61
Venezuela,VEN,2003,1872.6
Venezuela,VEN,2004,1859.65
Venezuela,VEN,2005,1856.06
Venezuela,VEN,2006,1858.07
Venezuela,VEN,2007,1862.46
Venezuela,VEN,2008,1873.62
Venezuela,VEN,2009,1819.73
Venezuela,VEN,2010,1816.52
Venezuela,VEN,2011,1823.42
Venezuela,VEN,2012,1798.63
Venezuela,VEN,2013,1785.57
Venezuela,VEN,2014,1777.85
Venezuela,VEN,2015,1777.85
Venezuela,VEN,2016,1777.85
Vietnam,VNM,1970,2447.67
Vietnam,VNM,1971,2447.67
Vietnam,VNM,1972,2447.67
Vietnam,VNM,1973,2447.67
Vietnam,VNM,1974,2447.67
Vietnam,VNM,1975,2447.67
Vietnam,VNM,1976,2447.67
Vietnam,VNM,1977,2447.67
Vietnam,VNM,1978,2447.67
Vietnam,VNM,1979,2447.67
Vietnam,VNM,1980,2447.67
Vietnam,VNM,1981,2447.67
Vietnam,VNM,1982,2447.67
Vietnam,VNM,1983,2447.67
Vietnam,VNM,1984,2447.67
Vietnam,VNM,1985,2447.67
Vietnam,VNM,1986,2448.05
Vietnam,VNM,1987,2448.58
Vietnam,VNM,1988,2449.24
Vietnam,VNM,1989,2449.91
Vietnam,VNM,1990,2450.63
Vietnam,VNM,1991,2451.61
Vietnam,VNM,1992,2452.32
Vietnam,VNM,1993,2452.67
Vietnam,VNM,1994,2452.94
Vietnam,VNM,1995,2536.3
Vietnam,VNM,1996,2497.19
Vietnam,VNM,1997,2475.56
Vietnam,VNM,1998,2373.93
Vietnam,VNM,1999,2407.09
Vietnam,VNM,2000,2372.06
Vietnam,VNM,2001,2336.25
Vietnam,VNM,2002,2283.97
Vietnam,VNM,2003,2265.36
Vietnam,VNM,2004,2247.05
Vietnam,VNM,2005,2231.59
Vietnam,VNM,2006,2246.4
Vietnam,VNM,2007,2295.14
Vietnam,VNM,2008,2360.43
Vietnam,VNM,2009,2375.49
Vietnam,VNM,2010,2375.29
Vietnam,VNM,2011,2343.38
Vietnam,VNM,2012,2346.89
Vietnam,VNM,2013,2339.95
Vietnam,VNM,2014,2339.95
Vietnam,VNM,2015,2339.95
Vietnam,VNM,2016,2339.95
West Germany,OWID_GFR,1950,2420.37
West Germany,OWID_GFR,1951,2394.61
West Germany,OWID_GFR,1952,2369.13
West Germany,OWID_GFR,1953,2343.91
West Germany,OWID_GFR,1954,2318.97
West Germany,OWID_GFR,1955,2294.29
West Germany,OWID_GFR,1956,2269.87
West Germany,OWID_GFR,1957,2245.72
West Germany,OWID_GFR,1958,2221.82
West Germany,OWID_GFR,1959,2198.17
West Germany,OWID_GFR,1960,2174.78
West Germany,OWID_GFR,1961,2148.24
West Germany,OWID_GFR,1962,2111.24
West Germany,OWID_GFR,1963,2080.88
West Germany,OWID_GFR,1964,2092.34
West Germany,OWID_GFR,1965,2078.17
West Germany,OWID_GFR,1966,2051.93
West Germany,OWID_GFR,1967,2014.33
West Germany,OWID_GFR,1968,2001.87
West Germany,OWID_GFR,1969,1982.16
West Germany,OWID_GFR,1970,1966.78
West Germany,OWID_GFR,1971,1934.91
West Germany,OWID_GFR,1972,1909.88
West Germany,OWID_GFR,1973,1879.42
West Germany,OWID_GFR,1974,1846.24
West Germany,OWID_GFR,1975,1806.63
West Germany,OWID_GFR,1976,1819
West Germany,OWID_GFR,1977,1801
West Germany,OWID_GFR,1978,1782
West Germany,OWID_GFR,1979,1770
West Germany,OWID_GFR,1980,1751
West Germany,OWID_GFR,1981,1729
West Germany,OWID_GFR,1982,1718
West Germany,OWID_GFR,1983,1705
West Germany,OWID_GFR,1984,1694
West Germany,OWID_GFR,1985,1671
West Germany,OWID_GFR,1986,1652
West Germany,OWID_GFR,1987,1629
West Germany,OWID_GFR,1988,1624
West Germany,OWID_GFR,1989,1601
West Germany,OWID_GFR,1990,1578
West Germany,OWID_GFR,1991,1549
West Germany,OWID_GFR,1992,1537
West Germany,OWID_GFR,1993,1515
West Germany,OWID_GFR,1994,1516
West Germany,OWID_GFR,1995,1503
West Germany,OWID_GFR,1996,1487
West Germany,OWID_GFR,1997,1482
West Germany,OWID_GFR,1998,1478
