Entity,Code,Year,"Indicator:Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol) - Beverage Types:Wine (litres pure alcohol)"
Bhutan,BTN,1967,0
Bhutan,BTN,1968,0
Bhutan,BTN,1969,0
Bhutan,BTN,1970,0
Bhutan,BTN,1971,0
Bhutan,BTN,1972,0
Bhutan,BTN,1973,0
Bhutan,BTN,1974,0
Bhutan,BTN,1975,0
Bhutan,BTN,1976,0
Bhutan,BTN,1977,0
Bhutan,BTN,1978,0
Bhutan,BTN,1979,0
Bhutan,BTN,1980,0
Bhutan,BTN,1981,0
Bhutan,BTN,1982,0
Bhutan,BTN,1983,0
Bhutan,BTN,1984,0
Bhutan,BTN,1985,0
Bhutan,BTN,1986,0
Bhutan,BTN,1987,0
Bhutan,BTN,1988,0
Bhutan,BTN,1989,0
Bhutan,BTN,1990,0
Bhutan,BTN,1991,0
Bhutan,BTN,1992,0
Bhutan,BTN,1993,0
Bhutan,BTN,1994,0
Bhutan,BTN,1995,0
Bhutan,BTN,1996,0
Bhutan,BTN,1997,0
Bhutan,BTN,1998,0
Bhutan,BTN,1999,0
Bhutan,BTN,2000,0
Bhutan,BTN,2001,0
Bhutan,BTN,2002,0
Bhutan,BTN,2003,0
Bhutan,BTN,2004,0
Bhutan,BTN,2005,0.01
Bhutan,BTN,2006,0.02
Bhutan,BTN,2007,0.02
Bhutan,BTN,2008,0.06
Bhutan,BTN,2009,0.02
Bhutan,BTN,2010,0.07
Bhutan,BTN,2011,0.05
Bolivia,BOL,1961,0.06
Bolivia,BOL,1962,0.06
Bolivia,BOL,1963,0.05
Bolivia,BOL,1964,0.05
Bolivia,BOL,1965,0.05
Bolivia,BOL,1966,0.05
Bolivia,BOL,1967,0.05
Bolivia,BOL,1968,0.04
Bolivia,BOL,1969,0.04
Bolivia,BOL,1970,0.04
Bolivia,BOL,1971,0.04
Bolivia,BOL,1972,0.06
Bolivia,BOL,1973,0.06
Bolivia,BOL,1974,0.07
Bolivia,BOL,1975,0.07
Bolivia,BOL,1976,0.08
Bolivia,BOL,1977,0.08
Bolivia,BOL,1978,0.1
Bolivia,BOL,1979,0.1
Bolivia,BOL,1980,0.09
Bolivia,BOL,1981,0.09
Bolivia,BOL,1982,0.09
Bolivia,BOL,1983,0.09
Bolivia,BOL,1984,0.09
Bolivia,BOL,1985,0.09
Bolivia,BOL,1986,0.09
Bolivia,BOL,1987,0.1
Bolivia,BOL,1988,0.09
Bolivia,BOL,1989,0.08
Bolivia,BOL,1990,0.07
Bolivia,BOL,1991,0.07
Bolivia,BOL,1992,0.06
Bolivia,BOL,1993,0.07
Bolivia,BOL,1994,0.06
Bolivia,BOL,1995,0.06
Bolivia,BOL,1996,0.06
Bolivia,BOL,1997,0.06
Bolivia,BOL,1998,0.06
Bolivia,BOL,1999,0.06
Bolivia,BOL,2000,0.07
Bolivia,BOL,2001,0.06
Bolivia,BOL,2002,0.06
Bolivia,BOL,2003,0.1
Bolivia,BOL,2004,0.1
Bolivia,BOL,2005,0.14
Bolivia,BOL,2006,0.25
Bolivia,BOL,2007,0.25
Bolivia,BOL,2008,0.27
Bolivia,BOL,2009,0.23
Bolivia,BOL,2010,0.23
Bolivia,BOL,2011,0.24
Bolivia,BOL,2012,0.22
Bolivia,BOL,2013,0.17
Bolivia,BOL,2014,0.03
Bosnia and Herzegovina,BIH,1990,0.59
Bosnia and Herzegovina,BIH,1991,0.68
Bosnia and Herzegovina,BIH,1992,0.84
Bosnia and Herzegovina,BIH,1993,0.48
Bosnia and Herzegovina,BIH,1994,0.43
Bosnia and Herzegovina,BIH,1995,0.78
Bosnia and Herzegovina,BIH,1996,0.15
Bosnia and Herzegovina,BIH,1997,0.21
Bosnia and Herzegovina,BIH,1998,0.28
Bosnia and Herzegovina,BIH,1999,0.2
Bosnia and Herzegovina,BIH,2000,0.21
Bosnia and Herzegovina,BIH,2001,0.4
Bosnia and Herzegovina,BIH,2002,0.33
Bosnia and Herzegovina,BIH,2003,0.42
Bosnia and Herzegovina,BIH,2004,0.42
Bosnia and Herzegovina,BIH,2005,0.43
Bosnia and Herzegovina,BIH,2006,0.47
Bosnia and Herzegovina,BIH,2007,0.6
Bosnia and Herzegovina,BIH,2008,0.56
Bosnia and Herzegovina,BIH,2009,0.51
Bosnia and Herzegovina,BIH,2010,0.45
Bosnia and Herzegovina,BIH,2011,0.45
Bosnia and Herzegovina,BIH,2012,0.39
Bosnia and Herzegovina,BIH,2013,0.15
Bosnia and Herzegovina,BIH,2014,0.15
Botswana,BWA,1961,0.14
Botswana,BWA,1962,0.13
Botswana,BWA,1963,0.13
Botswana,BWA,1964,0.13
Botswana,BWA,1965,0.13
Botswana,BWA,1966,0.12
Botswana,BWA,1967,0.12
Botswana,BWA,1968,0.12
Botswana,BWA,1969,0.14
Botswana,BWA,1970,0.13
Botswana,BWA,1971,0.15
Botswana,BWA,1972,0.17
Botswana,BWA,1973,0.16
Botswana,BWA,1974,0.15
Botswana,BWA,1975,0.17
Botswana,BWA,1976,0.1
Botswana,BWA,1977,0.16
Botswana,BWA,1978,0.26
Botswana,BWA,1979,0.21
Botswana,BWA,1980,0.19
Botswana,BWA,1981,0.29
Botswana,BWA,1982,0.25
Botswana,BWA,1983,0.31
Botswana,BWA,1984,0.95
Botswana,BWA,1985,0.19
Botswana,BWA,1986,0.31
Botswana,BWA,1987,0.2
Botswana,BWA,1988,0.4
Botswana,BWA,1989,0.16
Botswana,BWA,1990,0.23
Botswana,BWA,1991,0.31
Botswana,BWA,1992,0.97
Botswana,BWA,1993,0.23
Botswana,BWA,1994,0.39
Botswana,BWA,1995,0.25
Botswana,BWA,1996,0.19
Botswana,BWA,1997,0.31
Botswana,BWA,1998,0.23
Botswana,BWA,1999,0.28
Botswana,BWA,2000,0.34
Botswana,BWA,2001,0.23
Botswana,BWA,2002,0.53
Botswana,BWA,2003,0.46
Botswana,BWA,2004,0.45
Botswana,BWA,2005,0.91
Botswana,BWA,2006,1.43
Botswana,BWA,2007,1.86
Botswana,BWA,2008,1.16
Botswana,BWA,2009,0.73
Botswana,BWA,2010,0.75
Botswana,BWA,2011,0.59
Brazil,BRA,1963,0.45
Brazil,BRA,1964,0.44
Brazil,BRA,1965,0.36
Brazil,BRA,1966,0.36
Brazil,BRA,1967,0.44
Brazil,BRA,1968,0.47
Brazil,BRA,1969,0.53
Brazil,BRA,1970,0.5
Brazil,BRA,1971,0.46
Brazil,BRA,1972,0.54
Brazil,BRA,1973,0.54
Brazil,BRA,1974,0.46
Brazil,BRA,1975,0.44
Brazil,BRA,1976,0.46
Brazil,BRA,1977,0.5
Brazil,BRA,1978,0.53
Brazil,BRA,1979,0.53
Brazil,BRA,1980,0.46
Brazil,BRA,1981,0.41
Brazil,BRA,1982,0.48
Brazil,BRA,1983,0.47
Brazil,BRA,1984,0.44
Brazil,BRA,1985,0.44
Brazil,BRA,1986,0.49
Brazil,BRA,1987,0.35
Brazil,BRA,1988,0.48
Brazil,BRA,1989,0.31
Brazil,BRA,1990,0.3
Brazil,BRA,1991,0.3
Brazil,BRA,1992,0.3
Brazil,BRA,1993,0.3
Brazil,BRA,1994,0.29
Brazil,BRA,1995,0.31
Brazil,BRA,1996,0.3
Brazil,BRA,1997,0.3
Brazil,BRA,1998,0.3
Brazil,BRA,1999,0.3
Brazil,BRA,2000,0.31
Brazil,BRA,2001,0.29
Brazil,BRA,2002,0.3
Brazil,BRA,2003,0.4
Brazil,BRA,2004,0.4
Brazil,BRA,2005,0.5
Brazil,BRA,2006,0.41
Brazil,BRA,2007,0.38
Brazil,BRA,2008,0.37
Brazil,BRA,2009,0.39
Brazil,BRA,2010,0.4
Brazil,BRA,2011,0.42
Brazil,BRA,2012,0.33
Brazil,BRA,2013,0.27
Brazil,BRA,2014,0.27
Brunei,BRN,1961,0.02
Brunei,BRN,1962,0.04
Brunei,BRN,1963,0.04
Brunei,BRN,1964,0.04
Brunei,BRN,1965,0.04
Brunei,BRN,1966,0.03
Brunei,BRN,1967,0.03
Brunei,BRN,1968,0.03
Brunei,BRN,1969,0.03
Brunei,BRN,1970,0.04
Brunei,BRN,1971,0.05
Brunei,BRN,1972,0.04
Brunei,BRN,1973,0.07
Brunei,BRN,1974,0.08
Brunei,BRN,1975,0.08
Brunei,BRN,1976,0.09
Brunei,BRN,1977,0.12
Brunei,BRN,1978,0.18
Brunei,BRN,1979,0.13
Brunei,BRN,1980,0.13
Brunei,BRN,1981,0.18
Brunei,BRN,1982,0.5
Brunei,BRN,1983,0.43
Brunei,BRN,1984,0.94
Brunei,BRN,1985,0.51
Brunei,BRN,1986,0.1
Brunei,BRN,1987,0.15
Brunei,BRN,1988,0.12
Brunei,BRN,1989,0.15
Brunei,BRN,1990,0.1
Brunei,BRN,1991,0.1
Brunei,BRN,1993,0.02
Brunei,BRN,1994,0.02
Brunei,BRN,1995,0.02
Brunei,BRN,1996,0.03
Brunei,BRN,1997,0.02
Brunei,BRN,1998,0.02
Brunei,BRN,1999,0.04
Brunei,BRN,2000,0.03
Brunei,BRN,2001,0.04
Brunei,BRN,2002,0.01
Brunei,BRN,2003,0.02
Brunei,BRN,2004,0.02
Brunei,BRN,2005,0.02
Brunei,BRN,2006,0.03
Brunei,BRN,2007,0.02
Brunei,BRN,2008,0.02
Brunei,BRN,2009,0.01
Brunei,BRN,2010,0.01
Brunei,BRN,2011,0.05
Bulgaria,BGR,1963,3.5
Bulgaria,BGR,1964,3.09
Bulgaria,BGR,1965,3.52
Bulgaria,BGR,1966,3.23
Bulgaria,BGR,1967,3.39
Bulgaria,BGR,1968,4.27
Bulgaria,BGR,1969,3.46
Bulgaria,BGR,1970,2.98
Bulgaria,BGR,1971,3.28
Bulgaria,BGR,1972,3.27
Bulgaria,BGR,1973,3.88
Bulgaria,BGR,1974,3.7
Bulgaria,BGR,1975,3.32
Bulgaria,BGR,1976,3.77
Bulgaria,BGR,1977,3.32
Bulgaria,BGR,1978,3.69
Bulgaria,BGR,1979,3.17
Bulgaria,BGR,1980,3.11
Bulgaria,BGR,1981,3.56
Bulgaria,BGR,1982,3.49
Bulgaria,BGR,1983,3.17
Bulgaria,BGR,1984,3.28
Bulgaria,BGR,1985,2.82
Bulgaria,BGR,1986,3.08
Bulgaria,BGR,1987,3.13
Bulgaria,BGR,1988,3.22
Bulgaria,BGR,1989,3.02
Bulgaria,BGR,1990,3.24
Bulgaria,BGR,1991,2.81
Bulgaria,BGR,1992,3.13
Bulgaria,BGR,1993,2.99
Bulgaria,BGR,1994,2.96
Bulgaria,BGR,1995,2.92
Bulgaria,BGR,1996,2.89
Bulgaria,BGR,1997,2.86
Bulgaria,BGR,1998,2.91
Bulgaria,BGR,1999,2.81
Bulgaria,BGR,2000,2.05
Bulgaria,BGR,2001,2.73
Bulgaria,BGR,2002,2.34
Bulgaria,BGR,2003,2.93
Bulgaria,BGR,2004,2.09
Bulgaria,BGR,2005,1.95
Bulgaria,BGR,2006,1.58
Bulgaria,BGR,2007,1.7
Bulgaria,BGR,2008,1.73
Bulgaria,BGR,2009,2.02
Bulgaria,BGR,2010,1.73
Bulgaria,BGR,2011,1.37
Bulgaria,BGR,2012,1.65
Bulgaria,BGR,2013,2.86
Bulgaria,BGR,2014,2.87
Burkina Faso,BFA,1961,0.1
Burkina Faso,BFA,1962,0.1
Burkina Faso,BFA,1963,0.1
Burkina Faso,BFA,1964,0.07
Burkina Faso,BFA,1965,0.07
Burkina Faso,BFA,1966,0.06
Burkina Faso,BFA,1967,0.04
Burkina Faso,BFA,1968,0.04
Burkina Faso,BFA,1969,0.04
Burkina Faso,BFA,1970,0.06
Burkina Faso,BFA,1971,0.07
Burkina Faso,BFA,1972,0.08
Burkina Faso,BFA,1973,0.08
Burkina Faso,BFA,1974,0.08
Burkina Faso,BFA,1975,0.07
Burkina Faso,BFA,1976,0.06
Burkina Faso,BFA,1977,0.04
Burkina Faso,BFA,1978,0.11
Burkina Faso,BFA,1979,0.03
Burkina Faso,BFA,1980,0.03
Burkina Faso,BFA,1981,0.04
Burkina Faso,BFA,1982,0.03
Burkina Faso,BFA,1983,0.03
Burkina Faso,BFA,1984,0.02
Burkina Faso,BFA,1985,0
Burkina Faso,BFA,1986,0.02
Burkina Faso,BFA,1987,0.01
Burkina Faso,BFA,1988,0.01
Burkina Faso,BFA,1989,0.01
Burkina Faso,BFA,1990,0.01
Burkina Faso,BFA,1991,0
Burkina Faso,BFA,1992,0.01
Burkina Faso,BFA,1993,0
Burkina Faso,BFA,1994,0.01
Burkina Faso,BFA,1995,0.02
Burkina Faso,BFA,1996,0.02
Burkina Faso,BFA,1997,0.02
Burkina Faso,BFA,1998,0.02
Burkina Faso,BFA,1999,0.04
Burkina Faso,BFA,2000,0.04
Burkina Faso,BFA,2001,0.08
Burkina Faso,BFA,2002,0.08
Burkina Faso,BFA,2003,0.07
Burkina Faso,BFA,2004,0.1
Burkina Faso,BFA,2005,0.09
Burkina Faso,BFA,2006,0.09
Burkina Faso,BFA,2007,0.07
Burkina Faso,BFA,2008,0.07
Burkina Faso,BFA,2009,0.08
Burkina Faso,BFA,2010,0.12
Burkina Faso,BFA,2011,0.16
Burkina Faso,BFA,2012,0.18
Burkina Faso,BFA,2013,0.1
Burundi,BDI,1961,0.01
Burundi,BDI,1962,0.01
Burundi,BDI,1963,0.01
Burundi,BDI,1964,0.02
Burundi,BDI,1965,0.02
Burundi,BDI,1966,0.02
Burundi,BDI,1967,0.02
Burundi,BDI,1968,0.03
Burundi,BDI,1969,0.01
Burundi,BDI,1970,0.02
Burundi,BDI,1971,0.01
Burundi,BDI,1972,0.02
Burundi,BDI,1973,0.02
Burundi,BDI,1974,0.02
Burundi,BDI,1975,0.01
Burundi,BDI,1976,0.01
Burundi,BDI,1977,0.02
Burundi,BDI,1978,0.02
Burundi,BDI,1979,0.02
Burundi,BDI,1980,0.02
Burundi,BDI,1981,0.02
Burundi,BDI,1982,0.04
Burundi,BDI,1983,0.02
Burundi,BDI,1984,0.01
Burundi,BDI,1985,0.01
Burundi,BDI,1986,0.01
Burundi,BDI,1987,0.01
Burundi,BDI,1988,0.01
Burundi,BDI,1989,0.01
Burundi,BDI,1990,0.01
Burundi,BDI,1991,0.01
Burundi,BDI,1992,0.01
Burundi,BDI,1993,0.01
Burundi,BDI,1994,0.01
Burundi,BDI,1995,0.01
Burundi,BDI,1996,0
Burundi,BDI,1997,0
Burundi,BDI,1998,0
Burundi,BDI,1999,0
Burundi,BDI,2000,0.01
Burundi,BDI,2001,0.01
Burundi,BDI,2002,0.01
Burundi,BDI,2003,0
Burundi,BDI,2004,0.01
Burundi,BDI,2005,0.01
Burundi,BDI,2006,0
Burundi,BDI,2007,0
Burundi,BDI,2008,0
Burundi,BDI,2009,0
Burundi,BDI,2010,0
Burundi,BDI,2011,0
Cambodia,KHM,1982,0
Cambodia,KHM,1983,0
Cambodia,KHM,1984,0
Cambodia,KHM,1985,0
Cambodia,KHM,1986,0
Cambodia,KHM,1987,0
Cambodia,KHM,1988,0
Cambodia,KHM,1989,0
Cambodia,KHM,1990,0
Cambodia,KHM,1991,0
Cambodia,KHM,1992,0
Cambodia,KHM,1993,0
Cambodia,KHM,1994,0
Cambodia,KHM,1995,0
Cambodia,KHM,1996,0.03
Cambodia,KHM,1997,0.01
Cambodia,KHM,1998,0
Cambodia,KHM,1999,0.01
Cambodia,KHM,2000,0.01
Cambodia,KHM,2001,0
Cambodia,KHM,2002,0.01
Cambodia,KHM,2003,0.01
Cambodia,KHM,2004,0.01
Cambodia,KHM,2005,0.02
Cambodia,KHM,2006,0.01
Cambodia,KHM,2007,0.02
Cambodia,KHM,2008,0.02
Cambodia,KHM,2009,0.02
Cambodia,KHM,2010,0.01
Cambodia,KHM,2011,0.02
Cameroon,CMR,1961,0.42
Cameroon,CMR,1962,0.42
Cameroon,CMR,1963,0.37
Cameroon,CMR,1964,0.41
Cameroon,CMR,1965,0.41
Cameroon,CMR,1966,0.49
Cameroon,CMR,1967,0.59
Cameroon,CMR,1968,0.49
Cameroon,CMR,1969,0.53
Cameroon,CMR,1970,0.52
Cameroon,CMR,1971,0.45
Cameroon,CMR,1972,0.49
Cameroon,CMR,1973,0.61
Cameroon,CMR,1974,0.69
Cameroon,CMR,1975,0.55
Cameroon,CMR,1976,0.65
Cameroon,CMR,1977,0.33
Cameroon,CMR,1978,0.09
Cameroon,CMR,1979,0.09
Cameroon,CMR,1980,0.07
Cameroon,CMR,1981,0.04
Cameroon,CMR,1982,0.13
Cameroon,CMR,1983,0.09
Cameroon,CMR,1984,0.08
Cameroon,CMR,1985,0.09
Cameroon,CMR,1986,0.08
Cameroon,CMR,1987,0.12
Cameroon,CMR,1988,0.14
Cameroon,CMR,1989,0.13
Cameroon,CMR,1990,0.11
Cameroon,CMR,1991,0.03
Cameroon,CMR,1992,0.11
Cameroon,CMR,1993,0.07
Cameroon,CMR,1994,0.05
Cameroon,CMR,1995,0.06
Cameroon,CMR,1996,0.05
Cameroon,CMR,1997,0.09
Cameroon,CMR,1998,0.1
Cameroon,CMR,1999,0.08
Cameroon,CMR,2000,0.07
Cameroon,CMR,2001,0.09
Cameroon,CMR,2002,0.08
Cameroon,CMR,2003,0.08
Cameroon,CMR,2004,0.08
Cameroon,CMR,2005,0.08
Cameroon,CMR,2006,0.08
Cameroon,CMR,2007,0.07
Cameroon,CMR,2008,0.07
Cameroon,CMR,2009,0.08
Cameroon,CMR,2010,0.09
Cameroon,CMR,2011,0.11
Canada,CAN,1961,0.4
Canada,CAN,1962,0.41
Canada,CAN,1963,0.44
Canada,CAN,1964,0.33
Canada,CAN,1965,0.33
Canada,CAN,1966,0.38
Canada,CAN,1967,0.4
Canada,CAN,1968,0.42
Canada,CAN,1969,0.44
Canada,CAN,1970,0.51
Canada,CAN,1971,0.57
Canada,CAN,1972,0.65
Canada,CAN,1973,0.71
Canada,CAN,1974,0.75
Canada,CAN,1975,0.79
Canada,CAN,1976,0.83
Canada,CAN,1977,0.87
Canada,CAN,1978,0.96
Canada,CAN,1979,1.08
Canada,CAN,1980,1.11
Canada,CAN,1981,1.18
Canada,CAN,1982,1.22
Canada,CAN,1983,1.24
Canada,CAN,1984,1.24
Canada,CAN,1985,1.29
Canada,CAN,1986,1.33
Canada,CAN,1987,1.3
Canada,CAN,1988,1.34
Canada,CAN,1989,1.27
Canada,CAN,1990,1.21
Canada,CAN,1991,1.14
Canada,CAN,1992,1.11
Canada,CAN,1993,1.12
Canada,CAN,1994,1.1
Canada,CAN,1995,1.11
Canada,CAN,1996,1.14
Canada,CAN,1997,1.18
Canada,CAN,1998,1.2
Canada,CAN,1999,1.2
Canada,CAN,2000,1.3
Canada,CAN,2001,1.4
Canada,CAN,2002,1.4
Canada,CAN,2003,1.5
Canada,CAN,2004,1.5
Canada,CAN,2005,1.6
Canada,CAN,2006,1.7
Canada,CAN,2007,1.8
Canada,CAN,2008,1.8
Canada,CAN,2009,1.9
Canada,CAN,2010,1.9
Canada,CAN,2011,1.9
Canada,CAN,2012,2
Canada,CAN,2013,2
Canada,CAN,2014,2
Cape Verde,CPV,1961,1.02
Cape Verde,CPV,1962,1.08
Cape Verde,CPV,1963,1.04
Cape Verde,CPV,1964,1.17
Cape Verde,CPV,1965,1.29
Cape Verde,CPV,1966,1.32
Cape Verde,CPV,1967,1.13
Cape Verde,CPV,1968,1.41
Cape Verde,CPV,1969,1.13
Cape Verde,CPV,1970,1.08
Cape Verde,CPV,1971,1.2
Cape Verde,CPV,1972,1.86
Cape Verde,CPV,1973,2.04
Cape Verde,CPV,1974,2.06
Cape Verde,CPV,1975,2.98
Cape Verde,CPV,1976,2.19
Cape Verde,CPV,1977,1.81
Cape Verde,CPV,1978,1.37
Cape Verde,CPV,1979,0.93
Cape Verde,CPV,1980,0.94
Cape Verde,CPV,1981,0.96
Cape Verde,CPV,1982,0.98
Cape Verde,CPV,1983,1.08
Cape Verde,CPV,1984,1.61
Cape Verde,CPV,1985,1.39
Cape Verde,CPV,1986,1.74
Cape Verde,CPV,1987,2.13
Cape Verde,CPV,1988,2.24
Cape Verde,CPV,1989,1.69
Cape Verde,CPV,1990,1.36
Cape Verde,CPV,1991,1.88
Cape Verde,CPV,1992,2.72
Cape Verde,CPV,1993,3.58
Cape Verde,CPV,1994,2.79
Cape Verde,CPV,1995,2.53
Cape Verde,CPV,1996,2.17
Cape Verde,CPV,1997,1.82
Cape Verde,CPV,1998,1.74
Cape Verde,CPV,1999,1.39
Cape Verde,CPV,2000,0.95
Cape Verde,CPV,2001,1.23
Cape Verde,CPV,2002,1.47
Cape Verde,CPV,2003,1.39
Cape Verde,CPV,2004,1.78
Cape Verde,CPV,2005,1.93
Cape Verde,CPV,2006,1.87
Cape Verde,CPV,2007,2.52
Cape Verde,CPV,2008,1.89
Cape Verde,CPV,2009,1.76
Cape Verde,CPV,2010,1.62
Cape Verde,CPV,2011,1.55
Central African Republic,CAF,1961,0.16
Central African Republic,CAF,1962,0.71
Central African Republic,CAF,1963,0.64
Central African Republic,CAF,1964,0.71
Central African Republic,CAF,1965,0.27
Central African Republic,CAF,1966,0.53
Central African Republic,CAF,1967,0.67
Central African Republic,CAF,1968,0.63
Central African Republic,CAF,1969,0.56
Central African Republic,CAF,1970,0.54
Central African Republic,CAF,1971,0.46
Central African Republic,CAF,1972,0.32
Central African Republic,CAF,1973,0.24
Central African Republic,CAF,1974,0.29
Central African Republic,CAF,1975,0.37
Central African Republic,CAF,1976,0.32
Central African Republic,CAF,1977,0.3
Central African Republic,CAF,1978,0.24
Central African Republic,CAF,1979,0.22
Central African Republic,CAF,1980,0.36
Central African Republic,CAF,1981,0.43
Central African Republic,CAF,1982,0.74
Central African Republic,CAF,1983,0.3
Central African Republic,CAF,1984,0.46
Central African Republic,CAF,1985,0.43
Central African Republic,CAF,1986,0.36
Central African Republic,CAF,1987,0.22
Central African Republic,CAF,1988,0.2
Central African Republic,CAF,1989,0.17
Central African Republic,CAF,1990,0.14
Central African Republic,CAF,1991,0.11
Central African Republic,CAF,1992,0.07
Central African Republic,CAF,1993,0.05
Central African Republic,CAF,1994,0.06
Central African Republic,CAF,1995,0.13
Central African Republic,CAF,1996,0.03
Central African Republic,CAF,1997,0.03
Central African Republic,CAF,1998,0.03
Central African Republic,CAF,1999,0.02
Central African Republic,CAF,2000,0.03
Central African Republic,CAF,2001,0.03
Central African Republic,CAF,2002,0.02
Central African Republic,CAF,2003,0.02
Central African Republic,CAF,2004,0.01
Central African Republic,CAF,2005,0.01
Central African Republic,CAF,2006,0.08
Central African Republic,CAF,2007,0.01
Central African Republic,CAF,2008,0.01
Central African Republic,CAF,2009,0.01
Central African Republic,CAF,2010,0.01
Central African Republic,CAF,2011,0.02
Chad,TCD,1961,0.08
Chad,TCD,1962,0.12
Chad,TCD,1963,0.09
Chad,TCD,1964,0.17
Chad,TCD,1965,0.16
Chad,TCD,1966,0.13
Chad,TCD,1967,0.17
Chad,TCD,1968,0.16
Chad,TCD,1969,0.13
Chad,TCD,1970,0.1
Chad,TCD,1971,0.09
Chad,TCD,1972,0.09
Chad,TCD,1973,0.07
Chad,TCD,1974,0.05
Chad,TCD,1975,0.06
Chad,TCD,1976,0.07
Chad,TCD,1977,0.07
Chad,TCD,1978,0.06
Chad,TCD,1979,0.02
Chad,TCD,1980,0.01
Chad,TCD,1981,0.01
Chad,TCD,1982,0.01
Chad,TCD,1983,0
Chad,TCD,1984,0.04
Chad,TCD,1985,0.05
Chad,TCD,1986,0.02
Chad,TCD,1987,0.02
Chad,TCD,1988,0.01
Chad,TCD,1989,0.01
Chad,TCD,1990,0.18
Chad,TCD,1991,0.21
Chad,TCD,1992,0.19
Chad,TCD,1993,0.14
Chad,TCD,1994,0.15
Chad,TCD,1995,0.09
Chad,TCD,1996,0.25
Chad,TCD,1997,0.16
Chad,TCD,1998,0.12
Chad,TCD,1999,0.1
Chad,TCD,2000,0
Chad,TCD,2001,0
Chad,TCD,2002,0
Chad,TCD,2003,0
Chad,TCD,2004,0.01
Chad,TCD,2005,0
Chad,TCD,2006,0.01
Chad,TCD,2007,0
Chad,TCD,2008,0
Chad,TCD,2009,0.01
Chad,TCD,2010,0.02
Chad,TCD,2011,0.02
Chad,TCD,2012,0.05
Chad,TCD,2013,0.05
Chile,CHL,1963,9.15
Chile,CHL,1964,9.44
Chile,CHL,1965,6.96
Chile,CHL,1966,8.82
Chile,CHL,1967,8.89
Chile,CHL,1968,9.18
Chile,CHL,1969,6.92
Chile,CHL,1970,6.74
Chile,CHL,1971,8.62
Chile,CHL,1972,9.79
Chile,CHL,1973,8.86
Chile,CHL,1974,7.58
Chile,CHL,1975,6.9
Chile,CHL,1976,7.4
Chile,CHL,1977,8.09
Chile,CHL,1978,7.41
Chile,CHL,1979,7.81
Chile,CHL,1980,7.62
Chile,CHL,1981,7.08
Chile,CHL,1982,8.84
Chile,CHL,1983,6.29
Chile,CHL,1984,6.36
Chile,CHL,1985,5.96
Chile,CHL,1986,5.14
Chile,CHL,1987,5.41
Chile,CHL,1988,5.36
Chile,CHL,1989,4.43
Chile,CHL,1990,4.37
Chile,CHL,1991,3.8
Chile,CHL,1992,3.52
Chile,CHL,1993,3.19
Chile,CHL,1994,3.34
Chile,CHL,1995,3.38
Chile,CHL,1996,2.45
Chile,CHL,1997,2.02
Chile,CHL,1998,2.78
Chile,CHL,1999,2.81
Chile,CHL,2000,2.45
Chile,CHL,2001,2.38
Chile,CHL,2002,2.39
Chile,CHL,2003,2.6
Chile,CHL,2004,2.54
Chile,CHL,2005,2.59
Chile,CHL,2006,2.22
Chile,CHL,2007,2.83
Chile,CHL,2008,2.17
Chile,CHL,2009,2.85
Chile,CHL,2010,3.23
Chile,CHL,2011,2.67
Chile,CHL,2012,2.22
Chile,CHL,2013,2.65
Chile,CHL,2014,2.65
China,CHN,1961,0
China,CHN,1962,0
China,CHN,1963,0
China,CHN,1964,0
China,CHN,1965,0
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0.01
China,CHN,1980,0.02
China,CHN,1981,0.02
China,CHN,1982,0.02
China,CHN,1983,0.03
China,CHN,1984,0.03
China,CHN,1985,0.02
China,CHN,1986,0.02
China,CHN,1987,0.03
China,CHN,1988,0.03
China,CHN,1989,0.03
China,CHN,1990,0.03
China,CHN,1991,0.03
China,CHN,1992,0.03
China,CHN,1993,0.03
China,CHN,1994,0.03
China,CHN,1995,0.03
China,CHN,1996,0.03
China,CHN,1997,0.03
China,CHN,1998,0.03
China,CHN,1999,0.03
China,CHN,2000,0.14
China,CHN,2001,0.14
China,CHN,2002,0.14
China,CHN,2003,0.19
China,CHN,2004,0.18
China,CHN,2005,0.05
China,CHN,2006,0.06
China,CHN,2007,0.08
China,CHN,2008,0.08
China,CHN,2009,0.1
China,CHN,2010,0.17
China,CHN,2011,0.22
China,CHN,2012,0.22
China,CHN,2013,0.19
China,CHN,2014,0.17
Colombia,COL,1961,0.01
Colombia,COL,1962,0.01
Colombia,COL,1963,0.01
Colombia,COL,1964,0.01
Colombia,COL,1965,0.01
Colombia,COL,1966,0.02
Colombia,COL,1967,0.01
Colombia,COL,1968,0.01
Colombia,COL,1969,0.01
Colombia,COL,1970,0.01
Colombia,COL,1971,0.01
Colombia,COL,1972,0.01
Colombia,COL,1973,0.02
Colombia,COL,1974,0.02
Colombia,COL,1975,0.01
Colombia,COL,1976,0.02
Colombia,COL,1977,0.02
Colombia,COL,1978,0.02
Colombia,COL,1979,0.02
Colombia,COL,1980,0.17
Colombia,COL,1981,0.15
Colombia,COL,1982,0.14
